rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
15,48.57,,Nickisha PRYCE,2001-03-07,JAM,1,"Olympic Stadium, London (GBR)",2024-07-20,1264,400-metres,sprints,female,senior,400-metres,track,48.57,GBR,23.0,2024
16,48.59,,Taťána KOCEMBOVÁ,1962-05-02,TCH,2,"Olympiastadion, Helsinki (FIN)",1983-08-10,1263,400-metres,sprints,female,senior,400-metres,track,48.59,FIN,21.0,1983
17,48.6,,Marita KOCH,1957-02-18,GDR,1,Torino (ITA),1979-08-04,1262,400-metres,sprints,female,senior,400-metres,track,48.6,ITA,22.0,1979
17,48.6,,Olga BRYZGINA,1963-06-30,URS,1,Moskva (URS),1985-08-17,1262,400-metres,sprints,female,senior,400-metres,track,48.6,URS,22.0,1985
19,48.61,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,"Stadio Olimpico, Roma (ITA)",1981-09-06,1262,400-metres,sprints,female,senior,400-metres,track,48.61,ITA,30.0,1981
20,48.63,,Cathy FREEMAN,1973-02-16,AUS,2,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1261,400-metres,sprints,female,senior,400-metres,track,48.63,USA,23.0,1996
21,48.65,,Olga BRYZGINA,1963-06-30,URS,1,"Olympic Stadium, Seoul (KOR)",1988-09-26,1260,400-metres,sprints,female,senior,400-metres,track,48.65,KOR,25.0,1988
22,48.66,,Marileidy PAULINO,1996-10-25,DOM,1,"Stadion Śląski, Chorzów (POL)",2024-08-25,1260,400-metres,sprints,female,senior,400-metres,track,48.66,POL,27.0,2024
23,48.67,,Salwa Eid NASER,1998-05-23,BRN,1f1,"National Stadium, Kingston (JAM)",2025-04-05,1260,400-metres,sprints,female,senior,400-metres,track,48.67,JAM,26.0,2025
24,48.7,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Olympic Stadium, Athina (GRE)",2006-09-16,1258,400-metres,sprints,female,senior,400-metres,track,48.7,GRE,21.0,2006
25,48.73,,Taťána KOCEMBOVÁ,1962-05-02,TCH,2,Praha (TCH),1984-08-16,1257,400-metres,sprints,female,senior,400-metres,track,48.73,TCH,22.0,1984
26,48.74,,Sydney MCLAUGHLIN-LEVRONE,1999-08-07,USA,1,"Hayward Field, Eugene, OR (USA)",2023-07-08,1257,400-metres,sprints,female,senior,400-metres,track,48.74,USA,23.0,2023
27,48.75,,Sydney MCLAUGHLIN-LEVRONE,1999-08-07,USA,1,"Icahn Stadium, New York, NY (USA)",2024-06-09,1256,400-metres,sprints,female,senior,400-metres,track,48.75,USA,24.0,2024
28,48.76,,Marileidy PAULINO,1996-10-25,DOM,1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,1256,400-metres,sprints,female,senior,400-metres,track,48.76,HUN,26.0,2023
29,48.77,,Marita KOCH,1957-02-18,GDR,1,Karl Marx Stadt (GDR),1982-07-09,1255,400-metres,sprints,female,senior,400-metres,track,48.77,GDR,25.0,1982
30,48.82,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Praha (TCH),1983-06-23,1253,400-metres,sprints,female,senior,400-metres,track,48.82,TCH,32.0,1983
31,48.83,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,1253,400-metres,sprints,female,senior,400-metres,track,48.83,BEL,24.0,2009
31,48.83,,Marie-José PÉREC,1968-05-09,FRA,1,"Estadio Olímpico, Barcelona (ESP)",1992-08-05,1253,400-metres,sprints,female,senior,400-metres,track,48.83,ESP,24.0,1992
31,48.83,,Valerie BRISCO-HOOKS,1960-07-06,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-06,1253,400-metres,sprints,female,senior,400-metres,track,48.83,USA,24.0,1984
34,48.85,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,2,"Olympic Stadium, Athina (GRE)",1982-09-08,1252,400-metres,sprints,female,senior,400-metres,track,48.85,GRE,31.0,1982
35,48.86,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Zürich (SUI),1982-08-18,1252,400-metres,sprints,female,senior,400-metres,track,48.86,SUI,31.0,1982
35,48.86,,Marita KOCH,1957-02-18,GDR,1,Erfurt (GER),1984-06-02,1252,400-metres,sprints,female,senior,400-metres,track,48.86,GER,27.0,1984
37,48.87,,Marita KOCH,1957-02-18,GDR,1,Bruxelles (BEL),1982-08-27,1251,400-metres,sprints,female,senior,400-metres,track,48.87,BEL,25.0,1982
38,48.88,,Marita KOCH,1957-02-18,GDR,1,"Lenin Stadium, Moskva (URS)",1980-07-28,1251,400-metres,sprints,female,senior,400-metres,track,48.88,URS,23.0,1980
39,48.89,,Marita KOCH,1957-02-18,GDR,1,Potsdam (GDR),1979-07-29,1251,400-metres,sprints,female,senior,400-metres,track,48.89,GDR,22.0,1979
39,48.89,,Marita KOCH,1957-02-18,GDR,1,Berlin (GER),1984-07-15,1251,400-metres,sprints,female,senior,400-metres,track,48.89,GER,27.0,1984
39,48.89,,Ana Gabriela GUEVARA,1977-03-04,MEX,1,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1251,400-metres,sprints,female,senior,400-metres,track,48.89,FRA,26.0,2003
39,48.89,,Nickisha PRYCE,2001-03-07,JAM,1,"Hayward Field, Eugene, OR (USA)",2024-06-08,1251,400-metres,sprints,female,senior,400-metres,track,48.89,USA,23.0,2024
43,48.9,,Natalia KACZMAREK,1998-01-17,POL,2,"Olympic Stadium, London (GBR)",2024-07-20,1250,400-metres,sprints,female,senior,400-metres,track,48.9,GBR,26.0,2024
44,48.92,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,Zürich (SUI),2005-08-19,1249,400-metres,sprints,female,senior,400-metres,track,48.92,SUI,20.0,2005
45,48.94,,Marita KOCH,1957-02-18,GDR,1,"Stadion Evžena Rošického, Praha (TCH)",1978-08-31,1248,400-metres,sprints,female,senior,400-metres,track,48.94,TCH,21.0,1978
45,48.94,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Letzigrund, Zürich (SUI)",2009-08-28,1248,400-metres,sprints,female,senior,400-metres,track,48.94,SUI,24.0,2009
45,48.94,,Salwa Eid NASER,1998-05-23,BRN,1,"Estadio Luguelín Santos, Bayaguana (DOM)",2025-03-29,1248,400-metres,sprints,female,senior,400-metres,track,48.94,DOM,26.0,2025
48,48.96,,Olga BRYZGINA,1963-06-30,URS,1,Leningrad (URS),1985-08-03,1248,400-metres,sprints,female,senior,400-metres,track,48.96,URS,22.0,1985
49,48.97,,Marita KOCH,1957-02-18,GDR,1,"Olympic Stadium, Montréal (CAN)",1979-08-26,1247,400-metres,sprints,female,senior,400-metres,track,48.97,CAN,22.0,1979
49,48.97,,Marita KOCH,1957-02-18,GDR,1,Berlin (GDR),1985-09-22,1247,400-metres,sprints,female,senior,400-metres,track,48.97,GDR,28.0,1985
49,48.97,,Shaunae MILLER-UIBO,1994-04-15,BAH,1,"Stade Louis II, Monaco (MON)",2018-07-20,1247,400-metres,sprints,female,senior,400-metres,track,48.97,MON,24.0,2018
52,48.98,,Natalia KACZMAREK,1998-01-17,POL,3,"Stade de France, Paris (FRA)",2024-08-09,1247,400-metres,sprints,female,senior,400-metres,track,48.98,FRA,26.0,2024
52,48.98,,Natalia KACZMAREK,1998-01-17,POL,1,"Stadio Olimpico, Roma (ITA)",2024-06-10,1247,400-metres,sprints,female,senior,400-metres,track,48.98,ITA,26.0,2024
52,48.98,,Marileidy PAULINO,1996-10-25,DOM,1,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1247,400-metres,sprints,female,senior,400-metres,track,48.98,USA,26.0,2023
52,48.98,,Olga BRYZGINA,1963-06-30,URS,1,Kiev (URS),1984-06-22,1247,400-metres,sprints,female,senior,400-metres,track,48.98,URS,20.0,1984
56,48.99,,Marileidy PAULINO,1996-10-25,DOM,1,"Letzigrund, Zürich (SUI)",2022-09-08,1246,400-metres,sprints,female,senior,400-metres,track,48.99,SUI,25.0,2022
57,49.0,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Olympiastadion, Berlin (GER)",2009-08-18,1246,400-metres,sprints,female,senior,400-metres,track,49.0,GER,24.0,2009
58,49.01,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Köln (GER),1981-08-23,1246,400-metres,sprints,female,senior,400-metres,track,49.01,GER,30.0,1981
59,49.02,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1f1,Rieti (ITA),1984-09-02,1245,400-metres,sprints,female,senior,400-metres,track,49.02,ITA,33.0,1984
60,49.03,,Marita KOCH,1957-02-18,GDR,1,Potsdam (GDR),1978-08-19,1245,400-metres,sprints,female,senior,400-metres,track,49.03,GDR,21.0,1978
60,49.03,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Praha (TCH),1982-07-10,1245,400-metres,sprints,female,senior,400-metres,track,49.03,TCH,31.0,1982
62,49.05,,Shaunae MILLER-UIBO,1994-04-15,BAH,1f1,"Gainesville, FL (USA)",2019-04-27,1244,400-metres,sprints,female,senior,400-metres,track,49.05,USA,25.0,2019
62,49.05,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Crystal Palace, London (GBR)",2006-07-28,1244,400-metres,sprints,female,senior,400-metres,track,49.05,GBR,21.0,2006
62,49.05,,Chandra CHEESEBOROUGH,1959-01-10,USA,2,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-06,1244,400-metres,sprints,female,senior,400-metres,track,49.05,USA,25.0,1984
62,49.05,,Olga BRYZGINA,1963-06-30,EUN,2,"Estadio Olímpico, Barcelona (ESP)",1992-08-05,1244,400-metres,sprints,female,senior,400-metres,track,49.05,ESP,29.0,1992
66,49.07,,Tonique WILLIAMS-DARLING,1976-01-17,BAH,1,"Olympiastadion, Berlin (GER)",2004-09-12,1243,400-metres,sprints,female,senior,400-metres,track,49.07,GER,28.0,2004
66,49.07,,Rhasidat ADELEKE,2002-08-29,IRL,2,"Stadio Olimpico, Roma (ITA)",2024-06-10,1243,400-metres,sprints,female,senior,400-metres,track,49.07,ITA,21.0,2024
68,49.08,,Salwa Eid NASER,1998-05-23,BRN,2,"Stade Louis II, Monaco (MON)",2018-07-20,1243,400-metres,sprints,female,senior,400-metres,track,49.08,MON,20.0,2018
68,49.08,,Shaunae MILLER-UIBO,1994-04-15,BAH,1,"Hayward Field, Eugene, OR (USA)",2021-04-24,1243,400-metres,sprints,female,senior,400-metres,track,49.08,USA,27.0,2021
68,49.08,,Salwa Eid NASER,1998-05-23,BRN,1sf1,"Stade de France, Paris (FRA)",2024-08-07,1243,400-metres,sprints,female,senior,400-metres,track,49.08,FRA,26.0,2024
71,49.1,,Falilat OGUNKOYA-OSHEKU,1968-12-05,NGR,3,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1242,400-metres,sprints,female,senior,400-metres,track,49.1,USA,27.0,1996
72,49.11,,Ana Gabriela GUEVARA,1977-03-04,MEX,1,Zürich (SUI),2003-08-15,1242,400-metres,sprints,female,senior,400-metres,track,49.11,SUI,26.0,2003
72,49.11,,Sydney MCLAUGHLIN-LEVRONE,1999-08-07,USA,1,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1242,400-metres,sprints,female,senior,400-metres,track,49.11,BEL,25.0,2024
72,49.11,,Shaunae MILLER-UIBO,1994-04-15,BAH,1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1242,400-metres,sprints,female,senior,400-metres,track,49.11,USA,28.0,2022
72,49.11,,Cathy FREEMAN,1973-02-16,AUS,1,"Olympic Stadium, Sydney (AUS)",2000-09-25,1242,400-metres,sprints,female,senior,400-metres,track,49.11,AUS,27.0,2000
72,49.11,,Olga NAZAROVA,1965-06-01,URS,1sf1,"Olympic Stadium, Seoul (KOR)",1988-09-25,1242,400-metres,sprints,female,senior,400-metres,track,49.11,KOR,23.0,1988
77,49.12,,Marileidy PAULINO,1996-10-25,DOM,1,"Stade Charléty, Paris (FRA)",2023-06-09,1241,400-metres,sprints,female,senior,400-metres,track,49.12,FRA,26.0,2023
77,49.12,,Marileidy PAULINO,1996-10-25,DOM,1f1,"Franklin Field, Philadelphia, PA (USA)",2025-05-31,1241,400-metres,sprints,female,senior,400-metres,track,49.12,USA,28.0,2025
79,49.13,,Marie-José PÉREC,1968-05-09,FRA,1,"National Stadium, Tokyo (JPN)",1991-08-27,1241,400-metres,sprints,female,senior,400-metres,track,49.13,JPN,23.0,1991
79,49.13,,Britton WILSON,2000-11-13,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1241,400-metres,sprints,female,senior,400-metres,track,49.13,USA,22.0,2023
79,49.13,,Kaylyn BROWN,2004-12-31,USA,2,"Hayward Field, Eugene, OR (USA)",2024-06-08,1241,400-metres,sprints,female,senior,400-metres,track,49.13,USA,19.0,2024
82,49.14,,Gabrielle THOMAS,1996-12-07,USA,2f1,"National Stadium, Kingston (JAM)",2025-04-05,1240,400-metres,sprints,female,senior,400-metres,track,49.14,JAM,28.0,2025
83,49.15,,Tonique WILLIAMS-DARLING,1976-01-17,BAH,1,"Stade de France, Paris-St-Denis (FRA)",2004-07-23,1240,400-metres,sprints,female,senior,400-metres,track,49.15,FRA,28.0,2004
83,49.15,,Marita KOCH,1957-02-18,GDR,1,Potsdam (GDR),1980-05-14,1240,400-metres,sprints,female,senior,400-metres,track,49.15,GDR,23.0,1980
85,49.16,,Antonina KRIVOSHAPKA,1987-07-21,RUS,1,Cheboksary (RUS),2012-07-05,1240,400-metres,sprints,female,senior,400-metres,track,49.16,RUS,24.0,2012
85,49.16,,Ana Gabriela GUEVARA,1977-03-04,MEX,1,Zürich (SUI),2002-08-16,1240,400-metres,sprints,female,senior,400-metres,track,49.16,SUI,25.0,2002
87,49.17,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Frankfurt (GER),1981-07-05,1239,400-metres,sprints,female,senior,400-metres,track,49.17,GER,30.0,1981
87,49.17,,Marita KOCH,1957-02-18,GDR,1,"Stadio Olimpico, Roma (ITA)",1986-09-10,1239,400-metres,sprints,female,senior,400-metres,track,49.17,ITA,29.0,1986
87,49.17,,Salwa Eid NASER,1998-05-23,BRN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1239,400-metres,sprints,female,senior,400-metres,track,49.17,SUI,21.0,2019
87,49.17,,Femke BOL,2000-02-23,NED,1,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-02,1272,400-metres,sprints,female,senior,400-metres,track,49.17,GBR,24.0,2024
87,49.17,,Rhasidat ADELEKE,2002-08-29,IRL,1,"Stade Louis II, Monaco (MON)",2024-07-12,1239,400-metres,sprints,female,senior,400-metres,track,49.17,MON,21.0,2024
92,49.18,,Olga BRYZGINA,1963-06-30,URS,1,Tokyo (JPN),1985-09-21,1239,400-metres,sprints,female,senior,400-metres,track,49.18,JPN,22.0,1985
92,49.18,,Olga BRYZGINA,1963-06-30,URS,1,Moskva (URS),1988-09-04,1239,400-metres,sprints,female,senior,400-metres,track,49.18,URS,25.0,1988
92,49.18,,Marie-José PÉREC,1968-05-09,FRA,1,Monaco (MON),1996-08-10,1239,400-metres,sprints,female,senior,400-metres,track,49.18,MON,28.0,1996
95,49.19,,Marita KOCH,1957-02-18,GDR,1,Leipzig (GER),1978-07-02,1238,400-metres,sprints,female,senior,400-metres,track,49.19,GER,21.0,1978
95,49.19,,Mariya KULCHUNOVA,1958-02-09,URS,3,"Olympiastadion, Helsinki (FIN)",1983-08-10,1238,400-metres,sprints,female,senior,400-metres,track,49.19,FIN,25.0,1983
95,49.19,,Marie-José PÉREC,1968-05-09,FRA,1sf2,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1238,400-metres,sprints,female,senior,400-metres,track,49.19,USA,28.0,1996
98,49.2,,Marileidy PAULINO,1996-10-25,DOM,2,"National Stadium, Tokyo (JPN)",2021-08-06,1238,400-metres,sprints,female,senior,400-metres,track,49.2,JPN,24.0,2021
98,49.2,,Rhasidat ADELEKE,2002-08-29,IRL,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1238,400-metres,sprints,female,senior,400-metres,track,49.2,USA,20.0,2023
98,49.2,,Marileidy PAULINO,1996-10-25,DOM,1,"Stade Charléty, Paris (FRA)",2024-07-07,1238,400-metres,sprints,female,senior,400-metres,track,49.2,FRA,27.0,2024
101,49.21,,Marileidy PAULINO,1996-10-25,DOM,1sf2,"Stade de France, Paris (FRA)",2024-08-07,1237,400-metres,sprints,female,senior,400-metres,track,49.21,FRA,27.0,2024
101,49.21,,Marileidy PAULINO,1996-10-25,DOM,1f1,"Ansin Sports Complex, Miramar, FL (USA)",2025-05-02,1237,400-metres,sprints,female,senior,400-metres,track,49.21,USA,28.0,2025
1,49.22,,Christine MBOMA,2003-05-22,NAM,1,"Independence Stadium, Windhoek (NAM)",2021-04-17,1237,400-metres,sprints,female,u20,400-metres,track,49.22,NAM,17.0,2021
103,49.22,,Christine MBOMA,2003-05-22,NAM,1,"Independence Stadium, Windhoek (NAM)",2021-04-17,1237,400-metres,sprints,female,senior,400-metres,track,49.22,NAM,17.0,2021
104,49.23,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Praha (TCH),1981-06-19,1237,400-metres,sprints,female,senior,400-metres,track,49.23,TCH,30.0,1981
104,49.23,,Salwa Eid NASER,1998-05-23,BRN,2,"Stadion Śląski, Chorzów (POL)",2024-08-25,1237,400-metres,sprints,female,senior,400-metres,track,49.23,POL,26.0,2024
104,49.23,,Sanya RICHARDS-ROSS,1985-02-26,USA,1f1,"Bislett Stadion, Oslo (NOR)",2009-07-03,1237,400-metres,sprints,female,senior,400-metres,track,49.23,NOR,24.0,2009
104,49.23,,Taťána KOCEMBOVÁ,1962-05-02,TCH,1,Budapest (HUN),1984-08-20,1237,400-metres,sprints,female,senior,400-metres,track,49.23,HUN,22.0,1984
104,49.23,,Taťána KOCEMBOVÁ,1962-05-02,TCH,1,Oslo (NOR),1983-08-23,1237,400-metres,sprints,female,senior,400-metres,track,49.23,NOR,21.0,1983
109,49.24,,Sabine BUSCH,1962-11-21,GDR,2,Erfurt (GER),1984-06-02,1236,400-metres,sprints,female,senior,400-metres,track,49.24,GER,21.0,1984
109,49.24,,Marita KOCH,1957-02-18,GDR,1,Dresden (GER),1986-08-16,1236,400-metres,sprints,female,senior,400-metres,track,49.24,GER,29.0,1986
109,49.24,,Christine MBOMA,2003-05-22,NAM,1f1,"National Heroes Stadium, Lusaka (ZAM)",2021-04-11,1236,400-metres,sprints,female,senior,400-metres,track,49.24,ZAM,17.0,2021
109,49.24,,Femke BOL,2000-02-23,NED,1,"Omnisport, Apeldoorn (NED) (i)",2024-02-18,1269,400-metres,sprints,female,senior,400-metres,track,49.24,NED,24.0,2024
109,49.24,,Isabella WHITTAKER,2002-02-15,USA,1f1,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",2025-03-15,1269,400-metres,sprints,female,senior,400-metres,track,49.24,USA,23.0,2025
2,49.24,,Christine MBOMA,2003-05-22,NAM,1f1,"National Heroes Stadium, Lusaka (ZAM)",2021-04-11,1236,400-metres,sprints,female,u20,400-metres,track,49.24,ZAM,17.0,2021
114,49.25,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2006-09-10,1236,400-metres,sprints,female,senior,400-metres,track,49.25,GER,21.0,2006
114,49.25,,Tonique WILLIAMS-DARLING,1976-01-17,BAH,1,"Stadio Olimpico, Roma (ITA)",2004-07-02,1236,400-metres,sprints,female,senior,400-metres,track,49.25,ITA,28.0,2004
114,49.25,,Jarmila KRATOCHVÍLOVÁ,1951-01-26,TCH,1,Luxembourg (LUX),1984-07-08,1236,400-metres,sprints,female,senior,400-metres,track,49.25,LUX,33.0,1984
114,49.25,,Ana Gabriela GUEVARA,1977-03-04,MEX,1,"Stade Louis II, Monaco (MON)",2002-07-19,1236,400-metres,sprints,female,senior,400-metres,track,49.25,MON,25.0,2002
118,49.26,,Femke BOL,2000-02-23,NED,1,"Omnisport, Apeldoorn (NED) (i)",2023-02-19,1269,400-metres,sprints,female,senior,400-metres,track,49.26,NED,23.0,2023
118,49.26,,Allyson FELIX,1985-11-18,USA,1,"National Stadium, Beijing (CHN)",2015-08-27,1235,400-metres,sprints,female,senior,400-metres,track,49.26,CHN,29.0,2015
120,49.27,,Marita KOCH,1957-02-18,GDR,2,"Stadio Olimpico, Roma (ITA)",1981-09-06,1235,400-metres,sprints,female,senior,400-metres,track,49.27,ITA,24.0,1981
120,49.27,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Indianapolis, IN (USA)",2006-06-24,1235,400-metres,sprints,female,senior,400-metres,track,49.27,USA,21.0,2006
120,49.27,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Olympiastadion, Berlin (GER)",2007-09-16,1235,400-metres,sprints,female,senior,400-metres,track,49.27,GER,22.0,2007
120,49.27,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2007-09-23,1235,400-metres,sprints,female,senior,400-metres,track,49.27,GER,22.0,2007
124,49.28,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Hayward Field, Eugene, OR (USA)",2012-06-24,1235,400-metres,sprints,female,senior,400-metres,track,49.28,USA,27.0,2012
124,49.28,,Rhasidat ADELEKE,2002-08-29,IRL,4,"Stade de France, Paris (FRA)",2024-08-09,1235,400-metres,sprints,female,senior,400-metres,track,49.28,FRA,21.0,2024
124,49.28,,Shaunae MILLER-UIBO,1994-04-15,BAH,1,"Stade Louis II, Monaco (MON)",2022-08-10,1235,400-metres,sprints,female,senior,400-metres,track,49.28,MON,28.0,2022
124,49.28,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Carson, CA (USA)",2005-06-25,1235,400-metres,sprints,female,senior,400-metres,track,49.28,USA,20.0,2005
124,49.28,,Marie-José PÉREC,1968-05-09,FRA,1,"Ullevi Stadium, Göteborg (SWE)",1995-08-08,1235,400-metres,sprints,female,senior,400-metres,track,49.28,SWE,27.0,1995
124,49.28,,Chandra CHEESEBOROUGH,1959-01-10,USA,1,"Los Angeles, CA (USA)",1984-06-19,1235,400-metres,sprints,female,senior,400-metres,track,49.28,USA,25.0,1984
124,49.28,,Pauline DAVIS-THOMPSON,1966-07-09,BAH,4,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1235,400-metres,sprints,female,senior,400-metres,track,49.28,USA,30.0,1996
124,49.28,,Marita KOCH,1957-02-18,GDR,1,Bruxelles (BEL),1986-09-05,1235,400-metres,sprints,female,senior,400-metres,track,49.28,BEL,29.0,1986
132,49.29,,Charity OPARA,1972-05-20,NGR,1,"Stadio Olimpico, Roma (ITA)",1998-07-14,1234,400-metres,sprints,female,senior,400-metres,track,49.29,ITA,26.0,1998
132,49.29,,Sanya RICHARDS-ROSS,1985-02-26,USA,1,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1234,400-metres,sprints,female,senior,400-metres,track,49.29,BEL,22.0,2007
132,49.29,,Antonina KRIVOSHAPKA,1987-07-21,RUS,1sf1,Cheboksary (RUS),2009-07-23,1234,400-metres,sprints,female,senior,400-metres,track,49.29,RUS,22.0,2009
132,49.29,,Amber ANNING,2000-11-18,GBR,5,"Stade de France, Paris (FRA)",2024-08-09,1234,400-metres,sprints,female,senior,400-metres,track,49.29,FRA,23.0,2024
132,49.29,,Irena SZEWIŃSKA,1946-05-24,POL,1,"Olympic Stadium, Montréal (CAN)",1976-07-29,1234,400-metres,sprints,female,senior,400-metres,track,49.29,CAN,30.0,1976
137,49.3,,Marileidy PAULINO,1996-10-25,DOM,1,"Bislett Stadion, Oslo (NOR)",2024-05-30,1234,400-metres,sprints,female,senior,400-metres,track,49.3,NOR,27.0,2024
137,49.3,,Petra SCHERSING,1965-07-18,GDR,1,Jena (GDR),1988-06-03,1234,400-metres,sprints,female,senior,400-metres,track,49.3,GDR,22.0,1988
137,49.3,,Taťána KOCEMBOVÁ,1962-05-02,TCH,1,Paris (FRA),1984-09-04,1234,400-metres,sprints,female,senior,400-metres,track,49.3,FRA,22.0,1984
137,49.3,,Lorraine FENTON,1973-09-08,JAM,2,"Stade Louis II, Monaco (MON)",2002-07-19,1234,400-metres,sprints,female,senior,400-metres,track,49.3,MON,28.0,2002
137,49.3,,Tonique WILLIAMS-DARLING,1976-01-17,BAH,2,Zürich (SUI),2005-08-19,1234,400-metres,sprints,female,senior,400-metres,track,49.3,SUI,29.0,2005
142,49.31,,Sanya RICHARDS-ROSS,1985-02-26,USA,1f1,"Stadio Olimpico, Roma (ITA)",2006-07-14,1233,400-metres,sprints,female,senior,400-metres,track,49.31,ITA,21.0,2006
