rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
2,12:45.93,,Biniam MEHARY,2006-12-20,ETH,2,"Bislett Stadion, Oslo (NOR)",2025-06-12,1262,5000-metres,middlelong,male,u20,5000-metres,track,765.93,NOR,18.0,2025
30,12:45.93,,Biniam MEHARY,2006-12-20,ETH,2,"Bislett Stadion, Oslo (NOR)",2025-06-12,1262,5000-metres,middlelong,male,senior,5000-metres,track,765.93,NOR,18.0,2025
31,12:46.02,,Jacob KROP,2001-06-04,KEN,5,"Stade Louis II, Monaco (MON)",2023-07-21,1261,5000-metres,middlelong,male,senior,5000-metres,track,766.02,MON,22.0,2023
32,12:46.21,,Telahun Haile BEKELE,1999-05-13,ETH,3,"Bislett Stadion, Oslo (NOR)",2023-06-15,1261,5000-metres,middlelong,male,senior,5000-metres,track,766.21,NOR,24.0,2023
33,12:46.33,,Nicholas KIPKORIR,1998-09-29,KEN,1,"Stadio Olimpico, Roma (ITA)",2022-06-09,1260,5000-metres,middlelong,male,senior,5000-metres,track,766.33,ITA,23.0,2022
34,12:46.41,,Kuma GIRMA,2005-11-24,ETH,3,"Bislett Stadion, Oslo (NOR)",2025-06-12,1260,5000-metres,middlelong,male,senior,5000-metres,track,766.41,NOR,19.0,2025
35,12:46.53,,Eliud KIPCHOGE,1984-11-05,KEN,1,"Stadio Olimpico, Roma (ITA)",2004-07-02,1259,5000-metres,middlelong,male,senior,5000-metres,track,766.53,ITA,19.0,2004
36,12:46.59,,George MILLS,1999-05-12,GBR,4,"Bislett Stadion, Oslo (NOR)",2025-06-12,1259,5000-metres,middlelong,male,senior,5000-metres,track,766.59,NOR,26.0,2025
37,12:46.79,,Yomif KEJELCHA,1997-08-01,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",2018-08-31,1259,5000-metres,middlelong,male,senior,5000-metres,track,766.79,BEL,21.0,2018
37,12:46.79,,Jacob KROP,2001-06-04,KEN,2,"Stadio Olimpico, Roma (ITA)",2022-06-09,1259,5000-metres,middlelong,male,senior,5000-metres,track,766.79,ITA,21.0,2022
39,12:46.81,,Dejen GEBREMESKEL,1989-11-24,ETH,1,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1258,5000-metres,middlelong,male,senior,5000-metres,track,766.81,FRA,22.0,2012
40,12:46.82,,Hagos GEBRHIWET,1994-05-11,ETH,5,"Bislett Stadion, Oslo (NOR)",2025-06-12,1258,5000-metres,middlelong,male,senior,5000-metres,track,766.82,NOR,31.0,2025
41,12:46.91,,Yomif KEJELCHA,1997-08-01,ETH,1,"Letzigrund, Zürich (SUI)",2023-08-31,1258,5000-metres,middlelong,male,senior,5000-metres,track,766.91,SUI,26.0,2023
42,12:46.96,,Grant FISHER,1997-04-22,USA,2,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1258,5000-metres,middlelong,male,senior,5000-metres,track,766.96,BEL,25.0,2022
43,12:47.04,,Sileshi SIHINE,1983-01-29,ETH,2,"Stadio Olimpico, Roma (ITA)",2004-07-02,1258,5000-metres,middlelong,male,senior,5000-metres,track,767.04,ITA,21.0,2004
44,12:47.20,,Mohammed AHMED,1991-01-05,CAN,1,"Jesuit High School Track, Portland, OR (USA)",2020-07-10,1257,5000-metres,middlelong,male,senior,5000-metres,track,767.2,USA,29.0,2020
45,12:47.53,,Hagos GEBRHIWET,1994-05-11,ETH,2,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1256,5000-metres,middlelong,male,senior,5000-metres,track,767.53,FRA,18.0,2012
3,12:47.53,,Hagos GEBRHIWET,1994-05-11,ETH,2,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1256,5000-metres,middlelong,male,u20,5000-metres,track,767.53,FRA,18.0,2012
46,12:47.67,,Thierry NDIKUMWENAYO,1997-03-26,ESP,6,"Bislett Stadion, Oslo (NOR)",2025-06-12,1255,5000-metres,middlelong,male,senior,5000-metres,track,767.67,NOR,28.0,2025
47,12:47.84,,Yomif KEJELCHA,1997-08-01,ETH,1,"Stade Charléty, Paris (FRA)",2025-06-20,1255,5000-metres,middlelong,male,senior,5000-metres,track,767.84,FRA,27.0,2025
48,12:48.09,,Kenenisa BEKELE,1982-06-13,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",2006-08-25,1254,5000-metres,middlelong,male,senior,5000-metres,track,768.09,BEL,24.0,2006
49,12:48.10,,Thierry NDIKUMWENAYO,1997-03-26,ESP,4,"Bislett Stadion, Oslo (NOR)",2024-05-30,1254,5000-metres,middlelong,male,senior,5000-metres,track,768.1,NOR,27.0,2024
50,12:48.20,,Graham BLANKS,2002-04-24,USA,7,"Bislett Stadion, Oslo (NOR)",2025-06-12,1253,5000-metres,middlelong,male,senior,5000-metres,track,768.2,NOR,23.0,2025
51,12:48.25,,Kenenisa BEKELE,1982-06-13,ETH,1,Zürich (SUI),2006-08-18,1253,5000-metres,middlelong,male,senior,5000-metres,track,768.25,SUI,24.0,2006
52,12:48.45,,Jakob INGEBRIGTSEN,2000-09-19,NOR,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1252,5000-metres,middlelong,male,senior,5000-metres,track,768.45,ITA,20.0,2021
53,12:48.63,,Jacob KIPLIMO,2000-11-14,UGA,1,"Mestský Stadion, Ostrava (CZE)",2020-09-08,1252,5000-metres,middlelong,male,senior,5000-metres,track,768.63,CZE,19.0,2020
54,12:48.64,,Isiah Kiplangat KOECH,1993-12-19,KEN,3,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1252,5000-metres,middlelong,male,senior,5000-metres,track,768.64,FRA,18.0,2012
4,12:48.64,,Isiah Kiplangat KOECH,1993-12-19,KEN,3,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1252,5000-metres,middlelong,male,u20,5000-metres,track,768.64,FRA,18.0,2012
55,12:48.66,,Isaac Kiprono SONGOK,1984-04-25,KEN,2,Zürich (SUI),2006-08-18,1252,5000-metres,middlelong,male,senior,5000-metres,track,768.66,SUI,22.0,2006
56,12:48.67,,Birhanu BALEW,1996-02-27,BRN,2,"Stade Charléty, Paris (FRA)",2025-06-20,1252,5000-metres,middlelong,male,senior,5000-metres,track,768.67,FRA,29.0,2025
57,12:48.77,,Yenew ALAMIREW,1990-05-27,ETH,4,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1251,5000-metres,middlelong,male,senior,5000-metres,track,768.77,FRA,22.0,2012
58,12:48.78,,Jacob KIPLIMO,2000-11-14,UGA,6,"Stade Louis II, Monaco (MON)",2023-07-21,1251,5000-metres,middlelong,male,senior,5000-metres,track,768.78,MON,22.0,2023
59,12:48.81,,Stephen CHERONO,1982-10-15,KEN,1,Ostrava (CZE),2003-06-12,1251,5000-metres,middlelong,male,senior,5000-metres,track,768.81,CZE,20.0,2003
60,12:48.98,,Daniel KOMEN,1976-05-17,KEN,1,"Stadio Olimpico, Roma (ITA)",1997-06-05,1250,5000-metres,middlelong,male,senior,5000-metres,track,768.98,ITA,21.0,1997
61,12:49.02,,Hagos GEBRHIWET,1994-05-11,ETH,2,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1250,5000-metres,middlelong,male,senior,5000-metres,track,769.02,ITA,27.0,2021
62,12:49.04,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,5,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1250,5000-metres,middlelong,male,senior,5000-metres,track,769.04,FRA,30.0,2012
63,12:49.07,,Yomif KEJELCHA,1997-08-01,ETH,8,"Bislett Stadion, Oslo (NOR)",2025-06-12,1250,5000-metres,middlelong,male,senior,5000-metres,track,769.07,NOR,27.0,2025
64,12:49.08,,Selemon BAREGA,2000-01-20,ETH,2,"Mestský Stadion, Ostrava (CZE)",2020-09-08,1250,5000-metres,middlelong,male,senior,5000-metres,track,769.08,CZE,20.0,2020
65,12:49.28,,Brahim LAHLAFI,1968-04-15,MAR,1,Bruxelles (BEL),2000-08-25,1249,5000-metres,middlelong,male,senior,5000-metres,track,769.28,BEL,32.0,2000
66,12:49.50,,John KIPKOECH,1991-12-29,KEN,6,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.5,FRA,20.0,2012
67,12:49.51,,Graham BLANKS,2002-04-24,USA,3,"Stade Charléty, Paris (FRA)",2025-06-20,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.51,FRA,23.0,2025
68,12:49.53,,Kenenisa BEKELE,1982-06-13,ETH,1,Zaragoza (ESP),2007-07-28,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.53,ESP,25.0,2007
69,12:49.59,,Nicholas KIPKORIR,1998-09-29,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.59,BEL,25.0,2024
70,12:49.60,,Kenenisa BEKELE,1982-06-13,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",2004-02-20,1303,5000-metres,middlelong,male,senior,5000-metres,track,769.6,GBR,21.0,2004
71,12:49.64,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Zürich (SUI),1999-08-11,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.64,SUI,26.0,1999
72,12:49.65,,Addisu YIHUNE,2003-03-17,ETH,5,"Bislett Stadion, Oslo (NOR)",2024-05-30,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.65,NOR,21.0,2024
73,12:49.71,,Mohammed MOURHIT,1970-10-10,BEL,2,Bruxelles (BEL),2000-08-25,1248,5000-metres,middlelong,male,senior,5000-metres,track,769.71,BEL,29.0,2000
74,12:49.80,,Hagos GEBRHIWET,1994-05-11,ETH,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1247,5000-metres,middlelong,male,senior,5000-metres,track,769.8,SUI,29.0,2023
74,12:49.80,,Mezgebu SIME,2005-10-07,ETH,9,"Bislett Stadion, Oslo (NOR)",2025-06-12,1247,5000-metres,middlelong,male,senior,5000-metres,track,769.8,NOR,19.0,2025
76,12:49.81,,Telahun Haile BEKELE,1999-05-13,ETH,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1247,5000-metres,middlelong,male,senior,5000-metres,track,769.81,SUI,24.0,2023
77,12:49.87,,Paul TERGAT,1969-06-17,KEN,3,Zürich (SUI),1997-08-13,1247,5000-metres,middlelong,male,senior,5000-metres,track,769.87,SUI,28.0,1997
78,12:50.05,,Berihu AREGAWI,2001-02-28,ETH,1,"Hayward Field, Eugene, OR (USA)",2022-05-28,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.05,USA,21.0,2022
79,12:50.12,,Mohammed AHMED,1991-01-05,CAN,3,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.12,ITA,30.0,2021
80,12:50.16,,Sileshi SIHINE,1983-01-29,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.16,BEL,24.0,2007
81,12:50.18,,Kenenisa BEKELE,1982-06-13,ETH,1,"Letzigrund, Zürich (SUI)",2008-08-29,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.18,SUI,26.0,2008
82,12:50.22,,Eliud KIPCHOGE,1984-11-05,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2005-08-26,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.22,BEL,20.0,2005
83,12:50.24,,Hicham EL GUERROUJ,1974-09-14,MAR,2,Ostrava (CZE),2003-06-12,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.24,CZE,28.0,2003
84,12:50.25,,Abderrahim GOUMRI,1976-05-21,MAR,2,"Boudewijnstadion, Bruxelles (BEL)",2005-08-26,1246,5000-metres,middlelong,male,senior,5000-metres,track,770.25,BEL,29.0,2005
85,12:50.38,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Birmingham (GBR) (i),1999-02-14,1300,5000-metres,middlelong,male,senior,5000-metres,track,770.38,GBR,25.0,1999
85,12:50.38,,Eliud KIPCHOGE,1984-11-05,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1245,5000-metres,middlelong,male,senior,5000-metres,track,770.38,BEL,22.0,2007
87,12:50.45,,Berihu AREGAWI,2001-02-28,ETH,1,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1245,5000-metres,middlelong,male,senior,5000-metres,track,770.45,CHN,24.0,2025
88,12:50.55,,Moses Ndiema MASAI,1986-06-01,KEN,1,"Olympiastadion, Berlin (GER)",2008-06-01,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.55,GER,22.0,2008
89,12:50.58,,Luis GRIJALVA,1999-04-10,GUA,6,"Bislett Stadion, Oslo (NOR)",2024-05-30,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.58,NOR,25.0,2024
90,12:50.69,,Kuma GIRMA,2005-11-24,ETH,2,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.69,CHN,19.0,2025
91,12:50.72,,Moses Ndiema KIPSIRO,1986-09-02,UGA,3,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.72,BEL,21.0,2007
92,12:50.79,,Mohamed KATIR,1998-02-17,ESP,4,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.79,ITA,23.0,2021
93,12:50.80,,Salah HISSOU,1972-01-16,MAR,1,Roma (ITA),1996-06-05,1244,5000-metres,middlelong,male,senior,5000-metres,track,770.8,ITA,24.0,1996
94,12:50.86,,Ali SAIDI-SIEF,1978-03-15,ALG,1,"Stadio Olimpico, Roma (ITA)",2000-06-30,1243,5000-metres,middlelong,male,senior,5000-metres,track,770.86,ITA,22.0,2000
95,12:50.87,,Dominic Lokinyomo LOBALU,1998-08-16,SUI,10,"Bislett Stadion, Oslo (NOR)",2025-06-12,1243,5000-metres,middlelong,male,senior,5000-metres,track,770.87,NOR,26.0,2025
96,12:50.90,,Dominic Lokinyomo LOBALU,1998-08-16,SUI,7,"Bislett Stadion, Oslo (NOR)",2024-05-30,1243,5000-metres,middlelong,male,senior,5000-metres,track,770.9,NOR,25.0,2024
97,12:50.94,,Andreas ALMGREN,1995-06-12,SWE,8,"Bislett Stadion, Oslo (NOR)",2024-05-30,1243,5000-metres,middlelong,male,senior,5000-metres,track,770.94,NOR,28.0,2024
98,12:50.97,,Nicholas KIPKORIR,1998-09-29,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1243,5000-metres,middlelong,male,senior,5000-metres,track,770.97,BEL,23.0,2022
99,12:51.00,,Joseph EBUYA,1987-06-20,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1243,5000-metres,middlelong,male,senior,5000-metres,track,771.0,BEL,20.0,2007
100,12:51.07,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Stadio Olimpico, Roma (ITA)",2024-08-30,1243,5000-metres,middlelong,male,senior,5000-metres,track,771.07,ITA,30.0,2024
101,12:51.16,,Jacob KROP,2001-06-04,KEN,11,"Bislett Stadion, Oslo (NOR)",2025-06-12,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.16,NOR,24.0,2025
102,12:51.21,,Yomif KEJELCHA,1997-08-01,ETH,5,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.21,BEL,27.0,2024
102,12:51.21,,Eliud KIPCHOGE,1984-11-05,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.21,QAT,25.0,2010
104,12:51.25,,Yomif KEJELCHA,1997-08-01,ETH,2,"Stadio Olimpico, Roma (ITA)",2024-08-30,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.25,ITA,27.0,2024
105,12:51.32,,Kenenisa BEKELE,1982-06-13,ETH,1,"Stade de France, Paris-St-Denis (FRA)",2006-07-08,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.32,FRA,24.0,2006
106,12:51.34,,Edwin Cheruiyot SOI,1986-03-03,KEN,1,"Stade Louis II, Monaco (MON)",2013-07-19,1242,5000-metres,middlelong,male,senior,5000-metres,track,771.34,MON,27.0,2013
107,12:51.39,,Selemon BAREGA,2000-01-20,ETH,3,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.39,ITA,24.0,2024
108,12:51.44,,Kenenisa BEKELE,1982-06-13,ETH,1,"Stadio Olimpico, Roma (ITA)",2006-07-14,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.44,ITA,24.0,2006
109,12:51.45,,Vincent Kiprop CHEPKOK,1988-07-05,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.45,QAT,21.0,2010
110,12:51.48,,Daniel KOMEN,1976-05-17,KEN,1,Stockholm (SWE) (i),1998-02-19,1296,5000-metres,middlelong,male,senior,5000-metres,track,771.48,SWE,21.0,1998
111,12:51.55,,Jacob KROP,2001-06-04,KEN,4,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.55,ITA,23.0,2024
112,12:51.56,,Nico YOUNG,2002-07-27,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-03-02,1295,5000-metres,middlelong,male,senior,5000-metres,track,771.56,USA,22.0,2025
113,12:51.59,,Jimmy GRESSIER,1997-05-04,FRA,4,"Stade Charléty, Paris (FRA)",2025-06-20,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.59,FRA,28.0,2025
113,12:51.59,,Telahun Haile BEKELE,1999-05-13,ETH,5,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.59,ITA,25.0,2024
115,12:51.60,,Selemon BAREGA,2000-01-20,ETH,1,"Drake Stadium, Los Angeles, CA (USA)",2024-05-17,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.6,USA,24.0,2024
115,12:51.60,,Daniel KOMEN,1976-05-17,KEN,1,Stockholm (SWE),1996-07-08,1241,5000-metres,middlelong,male,senior,5000-metres,track,771.6,SWE,20.0,1996
117,12:51.61,,William KINCAID,1992-09-21,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1295,5000-metres,middlelong,male,senior,5000-metres,track,771.61,USA,30.0,2023
118,12:51.78,,Nicholas KIPKORIR,1998-09-29,KEN,2,"Stade Louis II, Monaco (MON)",2020-08-14,1240,5000-metres,middlelong,male,senior,5000-metres,track,771.78,MON,21.0,2020
119,12:51.84,,Grant FISHER,1997-04-22,USA,1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-02-16,1294,5000-metres,middlelong,male,senior,5000-metres,track,771.84,USA,26.0,2024
120,12:51.86,,Mezgebu SIME,2005-10-07,ETH,3,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1240,5000-metres,middlelong,male,senior,5000-metres,track,771.86,CHN,19.0,2025
121,12:51.93,,Justyn KNIGHT,1996-07-19,CAN,5,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1239,5000-metres,middlelong,male,senior,5000-metres,track,771.93,ITA,24.0,2021
122,12:51.94,,Joshua CHEPTEGEI,1996-09-12,UGA,9,"Bislett Stadion, Oslo (NOR)",2024-05-30,1239,5000-metres,middlelong,male,senior,5000-metres,track,771.94,NOR,27.0,2024
123,12:51.95,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1239,5000-metres,middlelong,male,senior,5000-metres,track,771.95,BEL,25.0,2007
124,12:51.96,,Albert ROP,1992-07-17,BRN,2,"Stade Louis II, Monaco (MON)",2013-07-19,1239,5000-metres,middlelong,male,senior,5000-metres,track,771.96,MON,21.0,2013
125,12:51.98,,Saif Saaeed SHAHEEN,1982-10-15,QAT,2,"Stadio Olimpico, Roma (ITA)",2006-07-14,1239,5000-metres,middlelong,male,senior,5000-metres,track,771.98,ITA,23.0,2006
126,12:52.09,,Berihu AREGAWI,2001-02-28,ETH,2,"Drake Stadium, Los Angeles, CA (USA)",2024-05-17,1239,5000-metres,middlelong,male,senior,5000-metres,track,772.09,USA,23.0,2024
126,12:52.09,,Mohamed KATIR,1998-02-17,ESP,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1239,5000-metres,middlelong,male,senior,5000-metres,track,772.09,ITA,25.0,2023
128,12:52.10,,Yomif KEJELCHA,1997-08-01,ETH,3,"Stadio Olimpico, Roma (ITA)",2022-06-09,1239,5000-metres,middlelong,male,senior,5000-metres,track,772.1,ITA,24.0,2022
129,12:52.12,,Yomif KEJELCHA,1997-08-01,ETH,2,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1239,5000-metres,middlelong,male,senior,5000-metres,track,772.12,ITA,25.0,2023
130,12:52.15,,Dominic Lokinyomo LOBALU,1998-08-16,SSD,4,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1239,5000-metres,middlelong,male,senior,5000-metres,track,772.15,BEL,24.0,2022
