rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
40,8.63,1.1,Iván PEDROSO,1972-12-17,CUB,1,Padova (ITA),1997-06-08,1276.0,long-jump,jumps,male,senior,long-jump,field,8.63,ITA,24.0,1997
40,8.63,-0.4,Irving SALADINO,1983-01-23,PAN,2,"Eugene, OR (USA)",2009-06-07,1278.0,long-jump,jumps,male,senior,long-jump,field,8.63,USA,26.0,2009
45,8.62,,Iván PEDROSO,1972-12-17,CUB,1,"Green Dome, Maebashi (JPN) (i)",1999-03-07,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,JPN,26.0,1999
45,8.62,0.8,Luvo MANYONGA,1991-01-08,RSA,1,"FBK Stadium, Hengelo (NED)",2017-06-11,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,NED,26.0,2017
45,8.62,1.2,Luvo MANYONGA,1991-01-08,RSA,1,Pretoria (RSA),2017-03-17,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,RSA,26.0,2017
45,8.62,0.8,Carl LEWIS,1961-07-01,USA,1,"Sacramento, CA (USA)",1981-06-20,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,USA,19.0,1981
45,8.62,0.7,James BECKFORD,1975-01-09,JAM,1,"Orlando, FL (USA)",1997-04-05,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,USA,22.0,1997
45,8.62,0.0,Mike POWELL,1963-11-10,USA,1,"New Orleans, LA (USA)",1992-06-24,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,USA,28.0,1992
45,8.62,-0.1,Carl LEWIS,1961-07-01,USA,1,Bruxelles (BEL),1985-08-30,1273.0,long-jump,jumps,male,senior,long-jump,field,8.62,BEL,24.0,1985
52,8.61,0.5,Carl LEWIS,1961-07-01,USA,1,"Westwood, CA (USA)",1982-05-16,1271.0,long-jump,jumps,male,senior,long-jump,field,8.61,USA,20.0,1982
52,8.61,-0.3,Robert EMMIYAN,1965-02-16,URS,1,Moskva (URS),1986-07-06,1272.0,long-jump,jumps,male,senior,long-jump,field,8.61,URS,21.0,1986
52,8.61,1.2,Larry MYRICKS,1956-03-10,USA,1,Budapest (HUN),1988-08-12,1271.0,long-jump,jumps,male,senior,long-jump,field,8.61,HUN,32.0,1988
52,8.61,0.2,Mike POWELL,1963-11-10,USA,1,Rhede (GER),1991-07-07,1271.0,long-jump,jumps,male,senior,long-jump,field,8.61,GER,27.0,1991
52,8.61,0.0,Dwight PHILLIPS,1977-10-01,USA,1,"Stadio Olimpico, Roma (ITA)",2009-07-10,1271.0,long-jump,jumps,male,senior,long-jump,field,8.61,ITA,31.0,2009
52,8.61,0.7,Luvo MANYONGA,1991-01-08,RSA,1,"Shanghai Stadium, Shanghai (CHN)",2017-05-13,1271.0,long-jump,jumps,male,senior,long-jump,field,8.61,CHN,26.0,2017
58,8.6,0.5,Dwight PHILLIPS,1977-10-01,USA,1,Linz (AUT),2004-08-02,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,AUT,26.0,2004
58,8.6,0.7,Miltiadis TENTOGLOU,1998-03-18,GRE,1,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2021-05-26,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,GRE,23.0,2021
58,8.6,1.6,Dwight PHILLIPS,1977-10-01,USA,1,"Olympiastadion, Helsinki (FIN)",2005-08-13,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,FIN,27.0,2005
58,8.6,1.8,Iván PEDROSO,1972-12-17,CUB,1,Padova (ITA),1999-06-26,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,ITA,26.0,1999
58,8.6,0.4,James BECKFORD,1975-01-09,JAM,1,Bad Langensalza (GER),1998-06-06,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,GER,23.0,1998
58,8.6,-0.1,Iván PEDROSO,1972-12-17,CUB,1,Praha (CZE),1997-06-10,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,CZE,24.0,1997
58,8.6,,Iván PEDROSO,1972-12-17,CUB,1,Liévin (FRA) (i),1997-02-16,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,FRA,24.0,1997
58,8.6,1.5,Iván PEDROSO,1972-12-17,CUB,1,Zürich (SUI),1995-08-16,1269.0,long-jump,jumps,male,senior,long-jump,field,8.6,SUI,22.0,1995
66,8.59,1.3,Larry MYRICKS,1956-03-10,USA,1,Rhede (GER),1984-09-05,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,GER,28.0,1984
66,8.59,0.4,Mike POWELL,1963-11-10,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,GER,29.0,1993
66,8.59,1.6,Iván PEDROSO,1972-12-17,CUB,1,Tokyo (JPN),1995-09-15,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,JPN,22.0,1995
66,8.59,0.4,Iván PEDROSO,1972-12-17,CUB,1,Stockholm (SWE),1997-07-07,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,SWE,24.0,1997
66,8.59,,Miguel PATE,1979-06-13,USA,1,"New York, NY (USA) (i)",2002-03-01,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,USA,22.0,2002
66,8.59,1.0,Dwight PHILLIPS,1977-10-01,USA,1,"Olympic Stadium, Athina (GRE)",2004-08-26,1267.0,long-jump,jumps,male,senior,long-jump,field,8.59,GRE,26.0,2004
72,8.58,1.8,Jarrion LAWSON,1994-05-06,USA,2,"Hayward Field, Eugene, OR (USA)",2016-07-03,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,USA,22.0,2016
72,8.58,0.2,Luvo MANYONGA,1991-01-08,RSA,1,"Olympic Stadium, London (GBR)",2018-07-22,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,GBR,27.0,2018
72,8.58,0.0,Luvo MANYONGA,1991-01-08,RSA,1,"Stadio Olimpico, Roma (ITA)",2018-05-31,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,ITA,27.0,2018
72,8.58,0.0,Erick WALDER,1971-11-05,USA,1,"Springfield, MO (USA)",1996-05-04,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,USA,24.0,1996
72,8.58,-0.8,Iván PEDROSO,1972-12-17,CUB,1,"Stade Louis II, Monaco (MON)",1995-07-25,1269.0,long-jump,jumps,male,senior,long-jump,field,8.58,MON,22.0,1995
72,8.58,0.2,Mike POWELL,1963-11-10,USA,1,Bruxelles (BEL),1994-08-19,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,BEL,30.0,1994
72,8.58,1.1,Larry MYRICKS,1956-03-10,USA,1,Sestriere (ITA),1988-08-11,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,ITA,32.0,1988
72,8.58,0.0,Carl LEWIS,1961-07-01,USA,1,Zürich (SUI),1982-08-18,1265.0,long-jump,jumps,male,senior,long-jump,field,8.58,SUI,21.0,1982
80,8.57,0.5,Mike POWELL,1963-11-10,USA,1,"Olympiastadion, Berlin (GER)",1992-08-21,1262.0,long-jump,jumps,male,senior,long-jump,field,8.57,GER,28.0,1992
80,8.57,-0.2,Mike POWELL,1963-11-10,USA,1,Bruxelles (BEL),1992-08-28,1263.0,long-jump,jumps,male,senior,long-jump,field,8.57,BEL,28.0,1992
80,8.57,0.5,Dwight PHILLIPS,1977-10-01,USA,1,Linz (AUT),2005-08-23,1262.0,long-jump,jumps,male,senior,long-jump,field,8.57,AUT,27.0,2005
80,8.57,0.0,Irving SALADINO,1983-01-23,PAN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-30,1262.0,long-jump,jumps,male,senior,long-jump,field,8.57,JPN,24.0,2007
84,8.56,,Yago LAMELA,1977-07-24,ESP,2,"Green Dome, Maebashi (JPN) (i)",1999-03-07,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,JPN,21.0,1999
84,8.56,0.2,Luvo MANYONGA,1991-01-08,RSA,1,"Shanghai Stadium, Shanghai (CHN)",2018-05-12,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,CHN,27.0,2018
84,8.56,0.2,Aleksandr MENKOV,1990-12-07,RUS,1,"Luzhniki Stadion, Moskva (RUS)",2013-08-16,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,RUS,22.0,2013
84,8.56,0.8,Irving SALADINO,1983-01-23,PAN,1,"FBK Stadium, Hengelo (NED)",2009-06-01,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,NED,26.0,2009
84,8.56,1.6,Irving SALADINO,1983-01-23,PAN,1,Rio de Janeiro (BRA),2006-05-14,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,BRA,23.0,2006
84,8.56,1.1,Iván PEDROSO,1972-12-17,CUB,1,"La Cartuja, Sevilla (ESP)",1999-08-28,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,ESP,26.0,1999
84,8.56,1.3,Yago LAMELA,1977-07-24,ESP,1,Torino (ITA),1999-06-24,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,ITA,21.0,1999
84,8.56,0.2,Iván PEDROSO,1972-12-17,CUB,1,Linz (AUT),1997-07-09,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,AUT,24.0,1997
84,8.56,1.9,Kareem STREETE-THOMPSON,1973-03-30,USA,1,"New York, NY (USA)",1995-05-21,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,USA,22.0,1995
84,8.56,0.8,Carl LEWIS,1961-07-01,USA,1q1,"National Stadium, Tokyo (JPN)",1991-08-29,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,JPN,30.0,1991
84,8.56,1.0,Carl LEWIS,1961-07-01,USA,1,"Westwood, CA (USA)",1983-05-15,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,USA,21.0,1983
84,8.56,0.5,Larry MYRICKS,1956-03-10,USA,1,Rhede (GER),1982-09-01,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,GER,26.0,1982
84,8.56,2.0,Iván PEDROSO,1972-12-17,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1995-07-05,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,SUI,22.0,1995
84,8.56,,Carl LEWIS,1961-07-01,USA,1,"East Rutherford, NJ (USA) (i)",1982-01-16,1260.0,long-jump,jumps,male,senior,long-jump,field,8.56,USA,20.0,1982
98,8.55,,Miltiadis TENTOGLOU,1998-03-18,GRE,1,"Štark Arena, Beograd (SRB) (i)",2022-03-18,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,SRB,24.0,2022
98,8.55,1.5,Iván PEDROSO,1972-12-17,CUB,1,Bad Cannstatt (GER),1995-07-09,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,GER,22.0,1995
98,8.55,0.4,Iván PEDROSO,1972-12-17,CUB,1,"Olympic Stadium, Sydney (AUS)",2000-09-28,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,AUS,27.0,2000
98,8.55,1.2,Larry MYRICKS,1956-03-10,USA,1,"Modesto, CA (USA)",1989-05-06,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,USA,33.0,1989
98,8.55,,Carl LEWIS,1961-07-01,USA,1,"East Rutherford, NJ (USA) (i)",1984-02-11,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,USA,22.0,1984
98,8.55,1.2,Carl LEWIS,1961-07-01,USA,1,"Olympiastadion, Helsinki (FIN)",1983-08-10,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,FIN,22.0,1983
98,8.55,,Carl LEWIS,1961-07-01,USA,1,"New York, NY (USA) (i)",1982-02-26,1258.0,long-jump,jumps,male,senior,long-jump,field,8.55,USA,20.0,1982
105,8.54,0.7,Iván PEDROSO,1972-12-17,CUB,1,"New York, NY (USA)",1998-07-20,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,USA,25.0,1998
105,8.54,1.7,Mitchell WATT,1988-03-25,AUS,1,"Olympiastadion, Stockholm (SWE)",2011-07-29,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,SWE,23.0,2011
105,8.54,0.1,Dwight PHILLIPS,1977-10-01,USA,1,"Olympiastadion, Berlin (GER)",2009-08-22,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,GER,31.0,2009
105,8.54,0.9,Dwight PHILLIPS,1977-10-01,USA,2,"FBK Stadium, Hengelo (NED)",2009-06-01,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,NED,31.0,2009
105,8.54,1.8,Louis TSATOUMAS,1982-02-12,GRE,1,Chania (GRE),2007-06-09,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,GRE,25.0,2007
105,8.54,0.9,Lutz DOMBROWSKI,1959-06-25,GDR,1,"Lenin Stadium, Moskva (URS)",1980-07-28,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,URS,21.0,1980
105,8.54,0.3,Mike POWELL,1963-11-10,USA,1,London (GBR),1993-09-10,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,GBR,29.0,1993
105,8.54,-0.5,Larry MYRICKS,1956-03-10,USA,1,"Stade Louis II, Monaco (MON)",1989-09-01,1259.0,long-jump,jumps,male,senior,long-jump,field,8.54,MON,33.0,1989
105,8.54,0.8,Carl LEWIS,1961-07-01,USA,1,"New York, NY (USA)",1989-07-22,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,USA,28.0,1989
105,8.54,-1.6,Carl LEWIS,1961-07-01,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-06,1265.0,long-jump,jumps,male,senior,long-jump,field,8.54,USA,23.0,1984
105,8.54,,Carl LEWIS,1961-07-01,USA,1,"New York, NY (USA) (i)",1983-01-28,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,USA,21.0,1983
105,8.54,1.2,Wayne PINNOCK,2000-10-24,JAM,1q1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,1256.0,long-jump,jumps,male,senior,long-jump,field,8.54,HUN,22.0,2023
117,8.53,-0.2,Irving SALADINO,1983-01-23,PAN,1,Rio de Janeiro (BRA),2007-05-13,1255.0,long-jump,jumps,male,senior,long-jump,field,8.53,BRA,24.0,2007
117,8.53,0.9,Irving SALADINO,1983-01-23,PAN,1,Oslo (NOR),2006-06-02,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,NOR,23.0,2006
117,8.53,1.0,Iván PEDROSO,1972-12-17,CUB,1,Fukuoka (JPN),1997-09-13,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,JPN,24.0,1997
117,8.53,-1.2,Irving SALADINO,1983-01-23,PAN,1,"FBK Stadium, Hengelo (NED)",2007-05-26,1261.0,long-jump,jumps,male,senior,long-jump,field,8.53,NED,24.0,2007
117,8.53,0.5,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,2,"Stadio Olimpico, Roma (ITA)",2018-05-31,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,ITA,19.0,2018
117,8.53,1.3,Yago LAMELA,1977-07-24,ESP,1,Castellón (ESP),2003-08-18,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,ESP,26.0,2003
117,8.53,1.5,Luvo MANYONGA,1991-01-08,RSA,1,"Alexander Stadium, Birmingham (GBR)",2018-08-18,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,GBR,27.0,2018
117,8.53,0.9,Erick WALDER,1971-11-05,USA,1,"New Orleans, LA (USA)",1993-06-03,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,USA,21.0,1993
117,8.53,-0.1,Carl LEWIS,1961-07-01,USA,2,"New Orleans, LA (USA)",1992-06-24,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,USA,31.0,1992
117,8.53,1.2,Jaime JEFFERSON,1962-01-17,CUB,1,La Habana (CUB),1990-05-12,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,CUB,28.0,1990
117,8.53,0.3,Carl LEWIS,1961-07-01,USA,1,Stockholm (SWE),1989-07-03,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,SWE,28.0,1989
117,8.53,-0.2,Robert EMMIYAN,1965-02-16,URS,2,"Stadio Olimpico, Roma (ITA)",1987-09-05,1255.0,long-jump,jumps,male,senior,long-jump,field,8.53,ITA,22.0,1987
117,8.53,1.2,Carl LEWIS,1961-07-01,USA,1,"Houston, TX (USA)",1985-05-04,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,USA,23.0,1985
117,8.53,1.6,Iván PEDROSO,1972-12-17,CUB,1,Sevilla (ESP),1992-07-17,1254.0,long-jump,jumps,male,senior,long-jump,field,8.53,ESP,19.0,1992
131,8.52,0.5,Iván PEDROSO,1972-12-17,CUB,1,Winnipeg (CAN),1999-07-25,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,CAN,26.0,1999
131,8.52,-0.3,Miltiadis TENTOGLOU,1998-03-18,GRE,1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-24,1252.0,long-jump,jumps,male,senior,long-jump,field,8.52,HUN,25.0,2023
131,8.52,0.3,Miltiadis TENTOGLOU,1998-03-18,GRE,1,"Olympiastadion, München (GER)",2022-08-16,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,GER,24.0,2022
131,8.52,1.8,Jeff HENDERSON,1989-02-19,USA,,"CIBC, Toronto (CAN)",2015-07-22,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,CAN,26.0,2015
131,8.52,0.7,Savanté STRINGFELLOW,1978-11-06,USA,1,"Palo Alto, CA (USA)",2002-06-21,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,USA,23.0,2002
131,8.52,-0.6,Mike POWELL,1963-11-10,USA,2,Paris (FRA),1995-07-03,1254.0,long-jump,jumps,male,senior,long-jump,field,8.52,FRA,31.0,1995
131,8.52,1.6,James BECKFORD,1975-01-09,JAM,1,Innsbruck (AUT),1996-05-29,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,AUT,21.0,1996
131,8.52,-2.3,Iván PEDROSO,1972-12-17,CUB,1,Paris (FRA),1995-07-03,1264.0,long-jump,jumps,male,senior,long-jump,field,8.52,FRA,22.0,1995
131,8.52,-0.6,Larry MYRICKS,1956-03-10,USA,1,"Westwood, CA (USA)",1989-08-06,1254.0,long-jump,jumps,male,senior,long-jump,field,8.52,USA,33.0,1989
131,8.52,-2.0,Carl LEWIS,1961-07-01,USA,1,Zürich (SUI),1981-08-19,1263.0,long-jump,jumps,male,senior,long-jump,field,8.52,SUI,20.0,1981
131,8.52,0.0,Larry MYRICKS,1956-03-10,USA,1,"Olympic Stadium, Montréal (CAN)",1979-08-26,1251.0,long-jump,jumps,male,senior,long-jump,field,8.52,CAN,23.0,1979
142,8.51,1.7,Roland MCGHEE,1971-10-15,USA,2,São Paulo (BRA),1995-05-14,1249.0,long-jump,jumps,male,senior,long-jump,field,8.51,BRA,23.0,1995
142,8.51,1.7,Greg RUTHERFORD,1986-11-17,GBR,1,"Chula Vista, CA (USA)",2014-04-24,1249.0,long-jump,jumps,male,senior,long-jump,field,8.51,USA,27.0,2014
142,8.51,1.8,Dwight PHILLIPS,1977-10-01,USA,1,Baie Mahault (FRA),2009-05-01,1249.0,long-jump,jumps,male,senior,long-jump,field,8.51,FRA,31.0,2009
142,8.51,-1.4,Iván PEDROSO,1972-12-17,CUB,1,Lille (FRA),1998-07-11,1257.0,long-jump,jumps,male,senior,long-jump,field,8.51,FRA,25.0,1998
