rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
3,41:57,,Hongmiao GAO,1974-03-17,CHN,2,Beijing (CHN),1993-09-08,1195.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2517.0,CHN,19.0,1993
31,41:57,,Hongmiao GAO,1974-03-17,CHN,2,Beijing (CHN),1993-09-08,1195.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2517.0,CHN,19.0,1993
32,41:58,,Yelena GRUZINOVA,,RUS,2,"Adler, Sochi (RUS)",1995-02-11,1195.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2518.0,RUS,,1995
33,41:59,,Marina NOVIKOVA,1989-03-01,RUS,1,Podolsk (RUS),2016-05-09,1194.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2519.0,RUS,27.0,2016
33,41:59,,Olimpiada IVANOVA,1970-08-29,RUS,2,Poděbrady (CZE),1997-04-19,1194.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2519.0,CZE,26.0,1997
35,42:01,,Tamara KOVALENKO,1964-06-05,RUS,3,"Adler, Sochi (RUS)",1995-02-11,1193.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2521.0,RUS,30.0,1995
35,42:01,,Irina STANKINA,1977-03-25,RUS,3,Eisenhüttenstadt (GER),1996-05-11,1193.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2521.0,GER,19.0,1996
35,42:01,,Olga PANFYOROVA,1977-08-21,RUS,1,Izhevsk (RUS),1998-05-16,1193.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2521.0,RUS,20.0,1998
35,42:01,,Lyudmila OLYANOVSKA,1993-02-20,UKR,1,Suzhou (CHN),2015-09-27,1193.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2521.0,CHN,22.0,2015
4,42:01,,Irina STANKINA,1977-03-25,RUS,3,Eisenhüttenstadt (GER),1996-05-11,1193.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2521.0,GER,19.0,1996
39,42:02,,Tamara KOVALENKO,1964-06-05,RUS,3,Naumburg (GER),1997-05-25,1192.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2522.0,GER,32.0,1997
40,42:03,,Yelena ARSHINTSEVA,1971-04-05,RUS,1,"Adler, Sochi (RUS)",1993-02-14,1192.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2523.0,RUS,21.0,1993
40,42:03,,Lina KALUTSKAYA,1988-10-01,RUS,1,Buy (RUS),2014-09-13,1192.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2523.0,RUS,25.0,2014
5,42:04,,Tatyana MINEYEVA,1990-08-10,RUS,1,Saransk (RUS),2009-09-19,1191.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2524.0,RUS,19.0,2009
42,42:04,,Tatyana MINEYEVA,1990-08-10,RUS,1,Saransk (RUS),2009-09-19,1191.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2524.0,RUS,19.0,2009
42,42:04,,Annarita SIDOTI,1969-07-25,ITA,1,Fougéres (FRA),1995-06-11,1191.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2524.0,FRA,25.0,1995
42,42:04,,Yelena SAYKO,1967-12-24,RUS,2,"Adler, Sochi (RUS)",1993-02-14,1191.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2524.0,RUS,25.0,1993
45,42:06,,Nadezhda SERGEYEVA,1994-03-12,RUS,1,Podolsk (RUS),2019-05-03,1190.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2526.0,RUS,25.0,2019
45,42:06,,Valentina TSYBULSKAYA,1968-02-19,BLR,4,Eisenhüttenstadt (GER),1999-05-08,1190.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2526.0,GER,31.0,1999
47,42:07,,Ileana SALVADOR,1962-01-16,ITA,1,Sesto San Giovanni (ITA),1992-05-01,1189.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2527.0,ITA,30.0,1992
48,42:09,,Marina NOVIKOVA,1989-03-01,RUS,1,Voronovo (RUS),2020-08-23,1188.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2529.0,RUS,31.0,2020
48,42:09,,Elisabetta PERRONE,1968-07-09,ITA,4,Eisenhüttenstadt (GER),1996-05-11,1188.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2529.0,GER,27.0,1996
50,42:11,,Nina ALYUSHENKO,1968-05-29,RUS,3,Izhevsk (RUS),1995-06-04,1187.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2531.0,RUS,27.0,1995
51,42:12,,Yelena SAYKO,1967-12-24,RUS,3,"Adler, Sochi (RUS)",1997-02-09,1186.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2532.0,RUS,29.0,1997
51,42:12,,Elisabetta PERRONE,1968-07-09,ITA,2,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1186.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2532.0,USA,28.0,1996
51,42:12,,Vera SOKOLOVA,1987-06-23,RUS,2,Saransk (RUS),2009-09-19,1186.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2532.0,RUS,22.0,2009
54,42:13,,Irina STANKINA,1977-03-25,RUS,1,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1186.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2533.0,SWE,18.0,1995
54,42:13,,Natalya MISYULYA,1966-04-14,BLR,5,Eisenhüttenstadt (GER),1999-05-08,1186.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2533.0,GER,33.0,1999
6,42:13,,Irina STANKINA,1977-03-25,RUS,1,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1186.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2533.0,SWE,18.0,1995
56,42:14,,Yelena GRUZINOVA,,RUS,4,Naumburg (GER),1997-05-25,1185.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2534.0,GER,,1997
57,42:15,,Erica ALFRIDI,1968-02-22,ITA,5,Naumburg (GER),1997-05-25,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2535.0,GER,29.0,1997
57,42:15,,Jane SAVILLE,1974-11-05,AUS,6,Eisenhüttenstadt (GER),1999-05-08,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2535.0,GER,24.0,1999
57,42:15,,Yelena GRUZINOVA,,RUS,2,Eisenhüttenstadt (GER),1997-05-10,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2535.0,GER,,1997
57,42:15,,Elisabetta PERRONE,1968-07-09,ITA,2,Livorno (ITA),1994-06-12,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2535.0,ITA,25.0,1994
61,42:16,,Alina IVANOVA,1969-03-16,URS,1,Novopolotsk (URS),1989-05-27,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2536.0,URS,20.0,1989
61,42:16,,Elisabetta PERRONE,1968-07-09,ITA,2,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2536.0,SWE,27.0,1995
61,42:16,,Norica CÎMPEAN,1972-03-22,ROU,,Calella (ESP),1999-05-09,1184.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2536.0,ESP,27.0,1999
64,42:17,,Alina IVANOVA,1969-03-16,URS,1,Sochi (URS),1991-02-17,1183.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2537.0,URS,21.0,1991
64,42:17,,Katarzyna RADTKE,1969-08-31,POL,5,Eisenhüttenstadt (GER),1996-05-11,1183.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2537.0,GER,26.0,1996
66,42:18,,Kerry SAXBY-JUNNA,1961-06-02,AUS,2,Fougéres (FRA),1995-06-11,1182.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2538.0,FRA,34.0,1995
67,42:19,,Hongmiao GAO,1974-03-17,CHN,1,Beijing (CHN),1995-04-29,1182.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2539.0,CHN,21.0,1995
67,42:19,,Wang YAN,1971-05-02,CHN,3,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,1182.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2539.0,USA,25.0,1996
69,42:20,,Yelena NIKOLAYEVA,1966-02-01,RUS,3,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1181.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2540.0,SWE,29.0,1995
69,42:20,,Sari ESSAYAH,1967-02-21,FIN,4,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1181.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2540.0,SWE,28.0,1995
71,42:21,,Valentina TSYBULSKAYA,1968-02-19,BLR,3,Eisenhüttenstadt (GER),1997-05-10,1181.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2541.0,GER,29.0,1997
72,42:22,,Yelena SAYKO,1967-12-24,URS,1,Alytus (LTU),1991-05-05,1180.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2542.0,LTU,23.0,1991
73,42:24,,Larisa RAMAZANOVA-KHMELNITSKAYA,1971-09-23,BLR,6,Naumburg (GER),1997-05-25,1179.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2544.0,GER,25.0,1997
73,42:24,,Olimpiada IVANOVA,1970-08-29,RUS,3,Livorno (ITA),1993-07-10,1179.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2544.0,ITA,22.0,1993
75,42:25,,Nadezhda RYASHKINA,1967-01-22,RUS,1,"Adler, Sochi (RUS)",1998-02-20,1178.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2545.0,RUS,31.0,1998
75,42:25,,Larisa RAMAZANOVA-KHMELNITSKAYA,1971-09-23,BLR,5,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1178.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2545.0,SWE,23.0,1995
77,42:26,,Wang YAN,1971-05-02,CHN,1,Shenzhen (CHN),1993-02-18,1178.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2546.0,CHN,21.0,1993
77,42:26,,Rossella GIORDANO,1972-12-01,ITA,6,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1178.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2546.0,SWE,22.0,1995
79,42:27,,Margarita TURAVA,1980-12-20,BLR,1,Kraków (POL),2005-09-17,1177.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2547.0,POL,24.0,2005
7,42:29,,Tatyana KALMYKOVA,1990-01-10,RUS,1,"Adler, Sochi (RUS)",2008-02-24,1176.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2549.0,RUS,18.0,2008
80,42:29,,Yelena SAYKO,1967-12-24,URS,2,Sochi (URS),1991-02-17,1176.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2549.0,URS,23.0,1991
80,42:29,,Olga KARDOPOLTSEVA,1966-09-11,BLR,4,Eisenhüttenstadt (GER),1997-05-10,1176.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2549.0,GER,30.0,1997
80,42:29,,Tatyana KALMYKOVA,1990-01-10,RUS,1,"Adler, Sochi (RUS)",2008-02-24,1176.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2549.0,RUS,18.0,2008
83,42:30,,Hong LIU,1987-05-12,CHN,2,Beijing (CHN),2010-09-18,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2550.0,CHN,23.0,2010
83,42:30,,Lyudmila OLYANOVSKA,1993-02-20,UKR,1,Moskva (RUS),2014-08-30,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2550.0,RUS,21.0,2014
8,42:31,,Irina YUMANOVA,1990-04-09,RUS,2,"Adler, Sochi (RUS)",2008-02-24,1175.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2551.0,RUS,17.0,2008
85,42:31,,Larisa RAMAZANOVA-KHMELNITSKAYA,1971-09-23,BLR,3,Livorno (ITA),1994-06-12,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2551.0,ITA,22.0,1994
85,42:31,,Yelena SAYKO,1967-12-24,RUS,6,Eisenhüttenstadt (GER),1996-05-11,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2551.0,GER,28.0,1996
85,42:31,,Erica ALFRIDI,1968-02-22,ITA,3,Poděbrady (CZE),1997-04-19,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2551.0,CZE,29.0,1997
85,42:31,,Vera MAKOLOVA-NACHARKINA,1966-02-17,RUS,1,Izhevsk (RUS),1998-05-16,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2551.0,RUS,32.0,1998
85,42:31,,Irina YUMANOVA,1990-04-09,RUS,2,"Adler, Sochi (RUS)",2008-02-24,1175.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2551.0,RUS,17.0,2008
90,42:32,,Hongmiao GAO,1974-03-17,CHN,2,Shenzhen (CHN),1993-02-18,1174.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2552.0,CHN,18.0,1993
9,42:32,,Hongmiao GAO,1974-03-17,CHN,2,Shenzhen (CHN),1993-02-18,1174.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2552.0,CHN,18.0,1993
90,42:32,,Yelena NIKOLAYEVA,1966-02-01,RUS,2,Beijing (CHN),1995-04-29,1174.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2552.0,CHN,29.0,1995
90,42:32,,Maya SAZONOVA,1965-05-28,KAZ,4,Sochi (RUS),1996-04-20,1174.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2552.0,RUS,30.0,1996
93,42:33,,Elisa RIGAUDO,1980-06-17,ITA,1,Pescara (ITA),2009-04-19,1173.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2553.0,ITA,28.0,2009
94,42:34,,Yelena SAYKO,1967-12-24,RUS,4,Izhevsk (RUS),1995-06-04,1173.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2554.0,RUS,27.0,1995
94,42:34,,Mária URBANIKNÉ ROSZA,1967-02-12,HUN,7,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1173.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2554.0,SWE,28.0,1995
94,42:34,,Yelena GRUZINOVA,,RUS,3,"Adler, Sochi (RUS)",1993-02-14,1173.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2554.0,RUS,,1993
94,42:34,,Nadezhda RYASHKINA,1967-01-22,URS,1,Moskva (URS),1990-05-26,1173.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2554.0,URS,23.0,1990
98,42:35,,Olga KARDOPOLTSEVA,1966-09-11,BLR,7,Naumburg (GER),1997-05-25,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2555.0,GER,30.0,1997
98,42:35,,Valentina TSYBULSKAYA,1968-02-19,BLR,1,Brest (BLR),1995-02-25,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2555.0,BLR,27.0,1995
98,42:35,,Claudia ŞTEF,1978-02-25,ROU,2,Alba Iulia (ROU),2002-09-15,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2555.0,ROU,24.0,2002
101,42:36,,Melanie SEEGER,1977-01-08,GER,3,Beijing (CHN),2010-09-18,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2556.0,CHN,33.0,2010
101,42:36,,Tamara KOVALENKO,1964-06-05,RUS,4,"Adler, Sochi (RUS)",1997-02-09,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2556.0,RUS,32.0,1997
101,42:36,,Beate GUMMELT,1968-02-04,GER,4,Livorno (ITA),1994-06-12,1172.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2556.0,ITA,26.0,1994
10,42:37,,Tatyana MINEYEVA,1990-08-10,RUS,1,"Adler, Sochi (RUS)",2009-02-28,1171.0,10-kilometres-race-walk,race-walks,female,u20,10-kilometres-race-walk,track,2557.0,RUS,18.0,2009
104,42:37,,Olga LUKYANCHUK,1976-12-07,UKR,1,Mukachevo (UKR),2000-10-21,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,UKR,23.0,2000
104,42:37,,Kerry SAXBY-JUNNA,1961-06-02,AUS,2,Sesto San Giovanni (ITA),1992-05-01,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,ITA,30.0,1992
104,42:37,,Olimpiada IVANOVA,1970-08-29,RUS,4,"Adler, Sochi (RUS)",1993-02-14,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,RUS,22.0,1993
104,42:37,,Sari ESSAYAH,1967-02-21,FIN,1,"Olympiastadion, Helsinki (FIN)",1994-08-09,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,FIN,27.0,1994
104,42:37,,Yelena NIKOLAYEVA,1966-02-01,RUS,1,Eisenhüttenstadt (GER),1995-05-14,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,GER,29.0,1995
104,42:37,,Yelena NIKOLAYEVA,1966-02-01,RUS,7,Eisenhüttenstadt (GER),1996-05-11,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,GER,30.0,1996
104,42:37,,Rossella GIORDANO,1972-12-01,ITA,4,Poděbrady (CZE),1997-04-19,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,CZE,24.0,1997
104,42:37,,Tatyana MINEYEVA,1990-08-10,RUS,1,"Adler, Sochi (RUS)",2009-02-28,1171.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2557.0,RUS,18.0,2009
112,42:38,,Nadezhda SERGEYEVA,1994-03-12,RUS,2,Podolsk (RUS),2016-05-09,1170.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2558.0,RUS,22.0,2016
112,42:38,,Olimpiada IVANOVA,1970-08-29,RUS,4,"Adler, Sochi (RUS)",1995-02-11,1170.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2558.0,RUS,24.0,1995
114,42:39,,Susana FEITOR,1975-01-28,POR,1,Lanciano (ITA),2001-03-11,1170.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2559.0,ITA,26.0,2001
114,42:39,,Elisabetta PERRONE,1968-07-09,ITA,8,Naumburg (GER),1997-05-25,1170.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2559.0,GER,28.0,1997
116,42:40,,Yuliya ODZILYAYEVA,,RUS,5,Livorno (ITA),1994-06-12,1169.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2560.0,ITA,,1994
116,42:40,,Natalya MISYULYA,1966-04-14,BLR,9,Naumburg (GER),1997-05-25,1169.0,10-kilometres-race-walk,race-walks,female,senior,10-kilometres-race-walk,track,2560.0,GER,31.0,1997
