rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
106,42:44,,Lucketz SWARTBOOI,1966-02-07,NAM,5.0,"Tampa, FL (USA)",1994-02-26,1147.0,15-kilometres,road-running,male,senior,15-kilometres,track,2564.0,USA,28.0,1994
106,42:44,,Rolando VERA,1965-04-27,ECU,3.0,"Portland, OR (USA)",1989-06-18,1147.0,15-kilometres,road-running,male,senior,15-kilometres,track,2564.0,USA,24.0,1989
106,42:44,,Kenneth CHERUIYOT,1974-02-08,KEN,2.0,La Courneuve (FRA),1997-04-27,1147.0,15-kilometres,road-running,male,senior,15-kilometres,track,2564.0,FRA,23.0,1997
115,42:45,,Benjamin PAREDES,1962-04-30,MEX,6.0,"Tampa, FL (USA)",1994-02-26,1146.0,15-kilometres,road-running,male,senior,15-kilometres,track,2565.0,USA,31.0,1994
115,42:45,,Lazarus Oyondi NYAKERAKA,1975-11-22,KEN,7.0,"Tampa, FL (USA)",1994-02-26,1146.0,15-kilometres,road-running,male,senior,15-kilometres,track,2565.0,USA,18.0,1994
115,42:45,,Shem KORORIA,1972-09-25,KEN,3.0,Nijmegen (NED),1997-11-16,1146.0,15-kilometres,road-running,male,senior,15-kilometres,track,2565.0,NED,25.0,1997
118,42:46,,Shem KORORIA,1972-09-25,KEN,3.0,La Courneuve (FRA),1997-04-27,1145.0,15-kilometres,road-running,male,senior,15-kilometres,track,2566.0,FRA,24.0,1997
118,42:46,,Kenneth CHERUIYOT,1974-02-08,KEN,2.0,Nijmegen (NED),1998-05-24,1145.0,15-kilometres,road-running,male,senior,15-kilometres,track,2566.0,NED,24.0,1998
118,42:46,,Lelisa DESISA,1990-01-14,ETH,1.0,"Utica, NY (USA)",2010-07-11,1145.0,15-kilometres,road-running,male,senior,15-kilometres,track,2566.0,USA,20.0,2010
121,42:47,,Robert DE CASTELLA,1957-02-27,AUS,1.0,"Tampa, FL (USA)",1983-02-05,1144.0,15-kilometres,road-running,male,senior,15-kilometres,track,2567.0,USA,25.0,1983
121,42:47,,John TREACY,1957-06-04,IRL,1.0,"Portland, OR (USA)",1988-06-26,1144.0,15-kilometres,road-running,male,senior,15-kilometres,track,2567.0,USA,31.0,1988
121,42:47,,Shem KORORIA,1972-09-25,KEN,1.0,La Courneuve (FRA),1995-04-30,1144.0,15-kilometres,road-running,male,senior,15-kilometres,track,2567.0,FRA,22.0,1995
121,42:47,,Wilfred Kipkosgei MURGOR,1988-12-12,KEN,2.0,Heerenberg (NED),2009-12-06,1144.0,15-kilometres,road-running,male,senior,15-kilometres,track,2567.0,NED,20.0,2009
125,42:48,,Peter Cheruiyot KIRUI,1988-01-02,KEN,2.0,"Utica, NY (USA)",2010-07-11,1143.0,15-kilometres,road-running,male,senior,15-kilometres,track,2568.0,USA,22.0,2010
125,42:48,,Deriba Merga EJIGU,1980-10-26,ETH,1.0,Heerenberg (NED),2006-12-03,1143.0,15-kilometres,road-running,male,senior,15-kilometres,track,2568.0,NED,26.0,2006
125,42:48,,Michael MUSYOKI,1956-05-28,KEN,1.0,"Portland, OR (USA)",1985-06-30,1143.0,15-kilometres,road-running,male,senior,15-kilometres,track,2568.0,USA,29.0,1985
125,42:48,,Godfrey KIPROTICH,1964-11-23,KEN,2.0,"Portland, OR (USA)",1992-06-28,1143.0,15-kilometres,road-running,male,senior,15-kilometres,track,2568.0,USA,27.0,1992
129,42:49,,Juan Armando QUINTANILLA,1968-04-19,MEX,2.0,"Tampa, FL (USA)",1996-02-24,1142.0,15-kilometres,road-running,male,senior,15-kilometres,track,2569.0,USA,27.0,1996
129,42:49,,Mebrahtom KEFLEZIGHI,1975-05-05,USA,1.0,"Jacksonville, FL (USA)",2002-03-09,1142.0,15-kilometres,road-running,male,senior,15-kilometres,track,2569.0,USA,26.0,2002
129,42:49,,Emmanuel BOR,1993-12-25,KEN,3.0,Valencia (ESP),2021-09-18,1142.0,15-kilometres,road-running,male,senior,15-kilometres,track,2569.0,ESP,27.0,2021
132,42:50,,Jorum OKOMBO,1997-12-10,KEN,2.0,Le Puy-en-Velay (FRA),2017-05-01,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,FRA,19.0,2017
132,42:50,,Shadrack Kimutai KOECH,1999-12-28,KEN,6.0,Nijmegen (NED),2019-11-17,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,NED,19.0,2019
132,42:50,,Ayele ABSHERO,1990-12-28,ETH,3.0,Heerenberg (NED),2009-12-06,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,NED,18.0,2009
132,42:50,,Shadrack KOSGEI,1984-11-24,KEN,3.0,"Utica, NY (USA)",2010-07-11,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,USA,25.0,2010
132,42:50,,Joseph KAMAU,1969-06-17,KEN,1.0,"Tulsa, OK (USA)",1996-10-26,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,USA,27.0,1996
132,42:50,,Keith BRANTLY,1962-05-23,USA,1.0,"Tampa, FL (USA)",1989-02-11,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,USA,26.0,1989
132,42:50,,Josphat Kiprono MENJO,1979-08-20,KEN,1.0,Massamagrell (ESP),2009-04-25,1141.0,15-kilometres,road-running,male,senior,15-kilometres,track,2570.0,ESP,29.0,2009
139,42:51,,Simon CHEPROT,1990-02-18,KEN,3.0,Le Puy-en-Velay (FRA),2017-05-01,1140.0,15-kilometres,road-running,male,senior,15-kilometres,track,2571.0,FRA,27.0,2017
139,42:51,,Delmir ALVES DOS SANTOS,1966-01-12,BRA,2.0,"Tampa, FL (USA)",1993-02-27,1140.0,15-kilometres,road-running,male,senior,15-kilometres,track,2571.0,USA,27.0,1993
139,42:51,,Juan José CASTILLO,1968-03-13,PER,8.0,"Tampa, FL (USA)",1994-02-26,1140.0,15-kilometres,road-running,male,senior,15-kilometres,track,2571.0,USA,25.0,1994
139,42:51,,Sileshi SIHINE,1983-01-29,ETH,2.0,Heerenberg (NED),2001-12-09,1140.0,15-kilometres,road-running,male,senior,15-kilometres,track,2571.0,NED,18.0,2001
