rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
41,51:49,,Hellen KIMAIYO-KIPKOSKEI,1968-09-08,KEN,1.0,Zaandam (NED),1995-09-17,1153.0,10-miles-road,road-running,female,senior,10-miles-road,track,3109.0,NED,27.0,1995
41,51:49,,Tirunesh DIBABA,1985-10-01,ETH,1.0,Portsmouth (GBR),2016-10-23,1153.0,10-miles-road,road-running,female,senior,10-miles-road,track,3109.0,GBR,31.0,2016
45,51:50,,Derartu TULU,1972-03-21,ETH,2.0,Zaandam (NED),1995-09-17,1152.0,10-miles-road,road-running,female,senior,10-miles-road,track,3110.0,NED,23.0,1995
45,51:50,,Jess PIASECKI,1990-04-18,GBR,2.0,Portsmouth (GBR),2021-10-17,1152.0,10-miles-road,road-running,female,senior,10-miles-road,track,3110.0,GBR,31.0,2021
47,51:51,,Angela HULLEY,1962-02-08,GBR,1.0,Carlisle (GBR),1989-11-18,1152.0,10-miles-road,road-running,female,senior,10-miles-road,track,3111.0,GBR,27.0,1989
47,51:51,,Grace MOMANYI,1981-02-13,KEN,5.0,Amsterdam (NED),2009-09-20,1152.0,10-miles-road,road-running,female,senior,10-miles-road,track,3111.0,NED,28.0,2009
47,51:51,,Lineth CHEPKURUI,1987-02-23,KEN,1.0,"Washington, DC (USA)",2010-04-11,1152.0,10-miles-road,road-running,female,senior,10-miles-road,track,3111.0,USA,23.0,2010
50,51:52,,Lyudmila BIKTASHEVA,1974-07-25,RUS,1.0,"Flint, MI (USA)",2003-08-23,1151.0,10-miles-road,road-running,female,senior,10-miles-road,track,3112.0,USA,29.0,2003
50,51:52,,Lonah Chemtai SALPETER,1988-12-12,ISR,4.0,Amsterdam (NED),2022-09-17,1151.0,10-miles-road,road-running,female,senior,10-miles-road,track,3112.0,NED,33.0,2022
52,51:56,,Diana Chemtai KIPYOKEI,1994-05-05,KEN,2.0,"Flint, MI (USA)",2017-08-26,1149.0,10-miles-road,road-running,female,senior,10-miles-road,track,3116.0,USA,23.0,2017
53,51:57,,Jill BOLTZ,1966-10-14,GBR,1.0,"Washington, DC (USA)",1991-04-07,1149.0,10-miles-road,road-running,female,senior,10-miles-road,track,3117.0,USA,24.0,1991
54,51:58,,Aubrey FRENTHEWAY,,USA,4.0,"Washington, DC (USA)",2025-04-06,1148.0,10-miles-road,road-running,female,senior,10-miles-road,track,3118.0,USA,,2025
55,51:59,,Alice Aprot NAWOWUNA,1994-01-02,KEN,1.0,Amsterdam (NED),2016-09-18,1148.0,10-miles-road,road-running,female,senior,10-miles-road,track,3119.0,NED,22.0,2016
56,52:00,,Liz MCCOLGAN,1964-05-24,GBR,1.0,Portsmouth (GBR),1997-10-05,1147.0,10-miles-road,road-running,female,senior,10-miles-road,track,3120.0,GBR,33.0,1997
57,52:01,,Nuţa OLARU,1970-08-28,ROU,1.0,"Washington, DC (USA)",2005-04-03,1147.0,10-miles-road,road-running,female,senior,10-miles-road,track,3121.0,USA,34.0,2005
57,52:01,,Annie FRISBIE,1996-12-31,USA,5.0,"Washington, DC (USA)",2024-04-07,1147.0,10-miles-road,road-running,female,senior,10-miles-road,track,3121.0,USA,27.0,2024
59,52:03,,Grace MOMANYI,1981-02-13,KEN,1.0,Portsmouth (GBR),2010-10-24,1146.0,10-miles-road,road-running,female,senior,10-miles-road,track,3123.0,GBR,29.0,2010
59,52:03,,Emily SISSON,1991-10-12,USA,2.0,"Pittsburgh, PA (USA)",2016-11-06,1146.0,10-miles-road,road-running,female,senior,10-miles-road,track,3123.0,USA,25.0,2016
61,52:04,,Sarah NAIBEI,,KEN,1.0,"Philadelphia, PA (USA)",2022-05-01,1146.0,10-miles-road,road-running,female,senior,10-miles-road,track,3124.0,USA,,2022
61,52:04,,Sarah CHELANGAT,2001-06-05,UGA,1.0,"Washington Monument Grounds, Washington, DC (USA)",2023-04-02,1146.0,10-miles-road,road-running,female,senior,10-miles-road,track,3124.0,USA,21.0,2023
63,52:05,,Mamitu DASKA,1983-10-16,ETH,1.0,"Washington, DC (USA)",2014-04-06,1145.0,10-miles-road,road-running,female,senior,10-miles-road,track,3125.0,USA,30.0,2014
63,52:05,,Esther CHEBET,1997-10-09,UGA,6.0,"Washington, DC (USA)",2024-04-07,1145.0,10-miles-road,road-running,female,senior,10-miles-road,track,3125.0,USA,26.0,2024
65,52:07,,Monicah WANJUHI,1993-11-07,KEN,1.0,"Pittsburgh, PA (USA)",2018-11-04,1144.0,10-miles-road,road-running,female,senior,10-miles-road,track,3127.0,USA,25.0,2018
65,52:07,,Isabella OCHICHI,1979-10-28,KEN,1.0,"Washington, DC (USA)",2004-04-04,1144.0,10-miles-road,road-running,female,senior,10-miles-road,track,3127.0,USA,24.0,2004
67,52:08,,Mercyline CHELANGAT,1997-12-17,UGA,4.0,Amsterdam (NED),2018-09-23,1144.0,10-miles-road,road-running,female,senior,10-miles-road,track,3128.0,NED,20.0,2018
67,52:08,,Emily CHEBET,1986-02-18,KEN,1.0,Tilburg (NED),2023-09-24,1144.0,10-miles-road,road-running,female,senior,10-miles-road,track,3128.0,NED,37.0,2023
69,52:09,,Catherine NDEREBA,1972-07-21,KEN,1.0,"Flint, MI (USA)",2002-08-24,1143.0,10-miles-road,road-running,female,senior,10-miles-road,track,3129.0,USA,30.0,2002
70,52:10,,Annie FRISBIE,1996-12-31,USA,2.0,"Minneapolis, MN (USA)",2022-10-02,1143.0,10-miles-road,road-running,female,senior,10-miles-road,track,3130.0,USA,25.0,2022
70,52:10,,Annie FRISBIE,1996-12-31,USA,5.0,"Washington, DC (USA)",2025-04-06,1143.0,10-miles-road,road-running,female,senior,10-miles-road,track,3130.0,USA,28.0,2025
72,52:11,,Lidiya GRIGORYEVA,1974-01-21,RUS,1.0,"Washington, DC (USA)",2006-04-02,1142.0,10-miles-road,road-running,female,senior,10-miles-road,track,3131.0,USA,32.0,2006
73,52:12,,Janet CHEROBON-BAWCOM,1978-08-22,USA,2.0,"Washington, DC (USA)",2014-04-06,1142.0,10-miles-road,road-running,female,senior,10-miles-road,track,3132.0,USA,35.0,2014
73,52:12,,Buze DIRIBA,1994-02-09,ETH,1.0,"Pittsburgh, PA (USA)",2017-11-05,1142.0,10-miles-road,road-running,female,senior,10-miles-road,track,3132.0,USA,23.0,2017
75,52:13,,Nell ROJAS,1987-11-27,USA,1.0,"Washington, DC (USA)",2021-09-12,1141.0,10-miles-road,road-running,female,senior,10-miles-road,track,3133.0,USA,33.0,2021
76,52:14,,Liz MCCOLGAN,1964-05-24,GBR,1.0,Sandiacre (GBR),1992-09-06,1141.0,10-miles-road,road-running,female,senior,10-miles-road,track,3134.0,GBR,28.0,1992
76,52:14,,Liz MCCOLGAN,1964-05-24,GBR,1.0,Nottingham (GBR),1992-09-06,1141.0,10-miles-road,road-running,female,senior,10-miles-road,track,3134.0,GBR,28.0,1992
78,52:15,,Marian SUTTON,1963-10-07,GBR,2.0,Portsmouth (GBR),1997-10-05,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3135.0,GBR,34.0,1997
79,52:16,,Elana MEYER,1966-10-10,RSA,1.0,"Washington, DC (USA)",2001-04-08,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3136.0,USA,34.0,2001
79,52:16,,Aliphine Chepkerker TULIAMUK,1989-04-05,KEN,3.0,"Washington, DC (USA)",2014-04-06,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3136.0,USA,25.0,2014
79,52:16,,Gotytom GEBRESLASE,1995-01-15,ETH,2.0,"Pittsburgh, PA (USA)",2017-11-05,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3136.0,USA,22.0,2017
79,52:16,,Jenny SIMPSON,1986-08-23,USA,2.0,"Washington, DC (USA)",2021-09-12,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3136.0,USA,35.0,2021
79,52:16,,Emily DURGIN,1994-05-15,USA,3.0,"Minneapolis, MN (USA)",2022-10-02,1140.0,10-miles-road,road-running,female,senior,10-miles-road,track,3136.0,USA,28.0,2022
84,52:17,,Tegla LOROUPE,1973-05-09,KEN,3.0,Zaandam (NED),1995-09-17,1139.0,10-miles-road,road-running,female,senior,10-miles-road,track,3137.0,NED,22.0,1995
84,52:17,,Mebrat GIDEY,2005-03-11,ETH,3.0,Amsterdam (NED),2024-09-22,1139.0,10-miles-road,road-running,female,senior,10-miles-road,track,3137.0,NED,19.0,2024
86,52:18,,Agnes KEINO,1988-01-17,KEN,1.0,Zaandam (NED),2023-09-17,1139.0,10-miles-road,road-running,female,senior,10-miles-road,track,3138.0,NED,35.0,2023
86,52:18,,Elfinesh ALEMU,1975-03-15,ETH,2.0,Portsmouth (GBR),2005-10-09,1139.0,10-miles-road,road-running,female,senior,10-miles-road,track,3138.0,GBR,30.0,2005
88,52:20,,Nell ROJAS,1987-11-27,USA,4.0,"Minneapolis, MN (USA)",2022-10-02,1138.0,10-miles-road,road-running,female,senior,10-miles-road,track,3140.0,USA,34.0,2022
89,52:21,,Cynthia CHEMWENO,1996-09-17,KEN,2.0,Zaandam (NED),2023-09-17,1137.0,10-miles-road,road-running,female,senior,10-miles-road,track,3141.0,NED,27.0,2023
89,52:21,,Asmae LEGHZAOUI,1976-08-30,MAR,2.0,"Flint, MI (USA)",2002-08-24,1137.0,10-miles-road,road-running,female,senior,10-miles-road,track,3141.0,USA,26.0,2002
91,52:23,,Lisa MARTIN,1960-05-12,AUS,1.0,"Washington, DC (USA)",1987-04-05,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3143.0,USA,26.0,1987
91,52:23,,Antonina KWAMBAI,1992-04-01,KEN,3.0,"Washington, DC (USA)",2021-09-12,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3143.0,USA,29.0,2021
91,52:23,,Almaz AYANA,1991-11-21,ETH,3.0,Zaandam (NED),2023-09-17,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3143.0,NED,31.0,2023
91,52:23,,Carrie ELLWOOD,1994-03-08,USA,6.0,"Washington, DC (USA)",2025-04-06,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3143.0,USA,31.0,2025
95,52:24,,Monicah WANJUHI,1993-11-07,KEN,3.0,"Flint, MI (USA)",2017-08-26,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3144.0,USA,23.0,2017
96,52:25,,Catherine NDEREBA,1972-07-21,KEN,1.0,"St. Petersburg, FL (USA)",1998-10-17,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3145.0,USA,26.0,1998
96,52:25,,Caroline ROTICH,1984-05-13,KEN,4.0,"Washington, DC (USA)",2021-09-12,1136.0,10-miles-road,road-running,female,senior,10-miles-road,track,3145.0,USA,37.0,2021
98,52:26,,Annie FRISBIE,1996-12-31,USA,5.0,"Washington, DC (USA)",2021-09-12,1135.0,10-miles-road,road-running,female,senior,10-miles-road,track,3146.0,USA,24.0,2021
99,52:27,,Naom JEBET,1994-04-05,KEN,1.0,Schortens (GER),2017-08-19,1135.0,10-miles-road,road-running,female,senior,10-miles-road,track,3147.0,GER,23.0,2017
99,52:27,,Judi ST. HILAIRE,1959-09-05,USA,1.0,"Washington, DC (USA)",1993-04-04,1135.0,10-miles-road,road-running,female,senior,10-miles-road,track,3147.0,USA,33.0,1993
99,52:27,,Freya MURRAY,1983-09-20,GBR,2.0,Portsmouth (GBR),2010-10-24,1135.0,10-miles-road,road-running,female,senior,10-miles-road,track,3147.0,GBR,27.0,2010
102,52:28,,Hellen KIMAIYO-KIPKOSKEI,1968-09-08,KEN,1.0,Zaandam (NED),1994-09-18,1134.0,10-miles-road,road-running,female,senior,10-miles-road,track,3148.0,NED,26.0,1994
102,52:28,,Anikó KÁLOVICS,1977-05-13,HUN,3.0,Portsmouth (GBR),2005-10-09,1134.0,10-miles-road,road-running,female,senior,10-miles-road,track,3148.0,GBR,28.0,2005
104,52:30,,Anne AUDAIN,1955-11-01,NZL,2.0,"Washington, DC (USA)",1987-04-05,1133.0,10-miles-road,road-running,female,senior,10-miles-road,track,3150.0,USA,31.0,1987
104,52:30,,Pauline KONGA,1970-04-10,KEN,2.0,"Washington, DC (USA)",1993-04-04,1133.0,10-miles-road,road-running,female,senior,10-miles-road,track,3150.0,USA,23.0,1993
104,52:30,,Joyce JEMUTAI,1989-12-28,KEN,2.0,Schortens (GER),2017-08-19,1133.0,10-miles-road,road-running,female,senior,10-miles-road,track,3150.0,GER,27.0,2017
107,52:32,,Inês MONTEIRO,1980-05-18,POR,1.0,Portsmouth (GBR),2009-10-25,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3152.0,GBR,29.0,2009
107,52:32,,Benita WILLIS-JOHNSON,1979-05-06,AUS,1.0,Portsmouth (GBR),2004-10-10,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3152.0,GBR,25.0,2004
107,52:32,,Susanna SULLIVAN,1990-05-13,USA,1.0,"Washington, DC (USA)",2022-04-02,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3152.0,USA,31.0,2022
107,52:32,,Anne AUDAIN,1955-11-01,NZL,2.0,"Flint, MI (USA)",1989-08-26,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3152.0,USA,33.0,1989
107,52:32,,Lisa WEIDENBACH,1961-12-13,USA,3.0,"Flint, MI (USA)",1989-08-26,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3152.0,USA,27.0,1989
112,52:33,,Delillah ASIAGO,1972-02-24,KEN,1.0,"New York, NY (USA)",1995-04-08,1132.0,10-miles-road,road-running,female,senior,10-miles-road,track,3153.0,USA,23.0,1995
113,52:34,,Lisa WEIDENBACH,1961-12-13,USA,1.0,"Washington, DC (USA)",1989-04-02,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3154.0,USA,27.0,1989
113,52:34,,Tejitu DABA,1991-08-20,BRN,2.0,Amsterdam (NED),2016-09-18,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3154.0,NED,25.0,2016
113,52:34,,Evaline CHIRCHIR,1998-02-02,KEN,5.0,Amsterdam (NED),2018-09-23,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3154.0,NED,20.0,2018
116,52:35,,Cathy O'BRIEN,1967-07-19,USA,1.0,"New York, NY (USA)",1990-04-21,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3155.0,USA,22.0,1990
116,52:35,,Eunice JEPKORIR,1982-02-17,KEN,1.0,Schortens (GER),2004-08-21,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3155.0,GER,22.0,2004
116,52:35,,Aliphine Chepkerker TULIAMUK,1989-04-05,USA,5.0,"Minneapolis, MN (USA)",2022-10-02,1131.0,10-miles-road,road-running,female,senior,10-miles-road,track,3155.0,USA,33.0,2022
119,52:36,,Catherine NDEREBA,1972-07-21,KEN,1.0,"Flint, MI (USA)",2001-08-25,1130.0,10-miles-road,road-running,female,senior,10-miles-road,track,3156.0,USA,29.0,2001
119,52:36,,Restituta JOSEPH KEMI,1971-07-30,TAN,1.0,Portsmouth (GBR),2001-10-14,1130.0,10-miles-road,road-running,female,senior,10-miles-road,track,3156.0,GBR,30.0,2001
119,52:36,,Carla BEURSKENS,1952-02-10,NED,1.0,Borgholzhausen (FRG),1984-06-16,1130.0,10-miles-road,road-running,female,senior,10-miles-road,track,3156.0,FRG,32.0,1984
122,52:37,,Carrie VERDON,1994-03-08,USA,2.0,"Washington, DC (USA)",2022-04-02,1130.0,10-miles-road,road-running,female,senior,10-miles-road,track,3157.0,USA,28.0,2022
122,52:37,,Sara HALL,1983-04-15,USA,2.0,"Washington Monument Grounds, Washington, DC (USA)",2023-04-02,1130.0,10-miles-road,road-running,female,senior,10-miles-road,track,3157.0,USA,39.0,2023
124,52:38,,Lisa WEIDENBACH,1961-12-13,USA,1.0,"Washington, DC (USA)",1990-04-01,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3158.0,USA,28.0,1990
124,52:38,,Paige STONER,1996-01-31,USA,3.0,"Washington, DC (USA)",2022-04-02,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3158.0,USA,26.0,2022
124,52:38,,Nell ROJAS,1987-11-27,USA,3.0,"Washington Monument Grounds, Washington, DC (USA)",2023-04-02,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3158.0,USA,35.0,2023
127,52:39,,Derartu TULU,1972-03-21,ETH,1.0,Portsmouth (GBR),1996-10-06,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3159.0,GBR,24.0,1996
127,52:39,,Alevtina IVANOVA,1975-05-22,RUS,2.0,"Washington, DC (USA)",2006-04-02,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3159.0,USA,30.0,2006
127,52:39,,Jellia TINEGA,1985-10-10,KEN,2.0,"Washington, DC (USA)",2010-04-11,1129.0,10-miles-road,road-running,female,senior,10-miles-road,track,3159.0,USA,24.0,2010
130,52:40,,Amber ZIMMERMAN,1992-09-15,USA,2.0,"Philadelphia, PA (USA)",2022-05-01,1128.0,10-miles-road,road-running,female,senior,10-miles-road,track,3160.0,USA,29.0,2022
130,52:40,,Asmae LEGHZAOUI,1976-08-30,MAR,1.0,"Park Forest, IL (USA)",2006-09-04,1128.0,10-miles-road,road-running,female,senior,10-miles-road,track,3160.0,USA,30.0,2006
130,52:40,,Belaynesh OLJIRA,1990-06-26,ETH,1.0,Portsmouth (GBR),2014-10-26,1128.0,10-miles-road,road-running,female,senior,10-miles-road,track,3160.0,GBR,24.0,2014
130,52:40,,Ludwina CHEPNGETICH,1998-04-08,KEN,4.0,Zaandam (NED),2023-09-17,1128.0,10-miles-road,road-running,female,senior,10-miles-road,track,3160.0,NED,25.0,2023
134,52:41,,Emma Grace HURLEY,1997-12-19,USA,4.0,"Washington Monument Grounds, Washington, DC (USA)",2023-04-02,1128.0,10-miles-road,road-running,female,senior,10-miles-road,track,3161.0,USA,25.0,2023
135,52:42,,Gemma STEEL,1985-11-12,GBR,2.0,Portsmouth (GBR),2014-10-26,1127.0,10-miles-road,road-running,female,senior,10-miles-road,track,3162.0,GBR,28.0,2014
135,52:42,,Molly GRABILL,1992-08-31,USA,5.0,"Washington Monument Grounds, Washington, DC (USA)",2023-04-02,1127.0,10-miles-road,road-running,female,senior,10-miles-road,track,3162.0,USA,30.0,2023
135,52:42,,Molly BOOKMYER,,USA,7.0,"Washington, DC (USA)",2025-04-06,1127.0,10-miles-road,road-running,female,senior,10-miles-road,track,3162.0,USA,,2025
138,52:43,,Tegla LOROUPE,1973-05-09,KEN,2.0,Zaandam (NED),1994-09-18,1127.0,10-miles-road,road-running,female,senior,10-miles-road,track,3163.0,NED,21.0,1994
138,52:43,,Sara HALL,1983-04-15,USA,6.0,"Washington, DC (USA)",2021-09-12,1127.0,10-miles-road,road-running,female,senior,10-miles-road,track,3163.0,USA,38.0,2021
140,52:44,,Cathy O'BRIEN,1967-07-19,USA,2.0,"Washington, DC (USA)",1989-04-02,1126.0,10-miles-road,road-running,female,senior,10-miles-road,track,3164.0,USA,21.0,1989
140,52:44,,Joanne PAVEY,1973-09-20,GBR,2.0,Portsmouth (GBR),2015-10-25,1126.0,10-miles-road,road-running,female,senior,10-miles-road,track,3164.0,GBR,42.0,2015
140,52:44,,Natsnet AMANUEL,1993-11-05,ERI,5.0,Amsterdam (NED),2022-09-17,1126.0,10-miles-road,road-running,female,senior,10-miles-road,track,3164.0,NED,28.0,2022
