rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
13,69.75,,Mariya ABAKUMOVA,1986-01-15,RUS,1,Elstal (GER),2013-08-25,1259.0,javelin-throw,throws,female,senior,javelin-throw,field,69.75,GER,27.0,2013
14,69.57,,Christina OBERGFÖLL,1981-08-22,GER,1,"Letzigrund, Zürich (SUI)",2011-09-08,1256.0,javelin-throw,throws,female,senior,javelin-throw,field,69.57,SUI,30.0,2011
15,69.55,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Olympic Stadium, London (GBR)",2012-08-09,1255.0,javelin-throw,throws,female,senior,javelin-throw,field,69.55,GBR,31.0,2012
16,69.53,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,"Commonwealth Stadium, Edmonton (CAN)",2001-08-06,1255.0,javelin-throw,throws,female,senior,javelin-throw,field,69.53,CAN,21.0,2001
17,69.48,,Trine HATTESTAD,1966-04-18,NOR,1,"Bislett Stadion, Oslo (NOR)",2000-07-28,1254.0,javelin-throw,throws,female,senior,javelin-throw,field,69.48,NOR,34.0,2000
18,69.45,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stade Louis II, Monaco (MON)",2011-07-22,1253.0,javelin-throw,throws,female,senior,javelin-throw,field,69.45,MON,30.0,2011
19,69.35,,Sunette VILJOEN,1983-10-06,RSA,1,"Icahn Stadium, New York, NY (USA)",2012-06-09,1252.0,javelin-throw,throws,female,senior,javelin-throw,field,69.35,USA,28.0,2012
20,69.34,,Mariya ABAKUMOVA,1986-01-15,RUS,1f1,Castellón (ESP),2013-03-16,1251.0,javelin-throw,throws,female,senior,javelin-throw,field,69.34,ESP,27.0,2013
21,69.19,,Christin HUSSONG,1994-03-17,GER,1,"Stadion Śląski, Chorzów (POL)",2021-05-30,1249.0,javelin-throw,throws,female,senior,javelin-throw,field,69.19,POL,27.0,2021
22,69.15,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,Zaragoza (ESP),2008-05-31,1248.0,javelin-throw,throws,female,senior,javelin-throw,field,69.15,ESP,26.0,2008
23,69.09,,Mariya ABAKUMOVA,1986-01-15,RUS,1q1,"Luzhniki Stadion, Moskva (RUS)",2013-08-16,1247.0,javelin-throw,throws,female,senior,javelin-throw,field,69.09,RUS,27.0,2013
24,69.05,,Christina OBERGFÖLL,1981-08-22,GER,1,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1246.0,javelin-throw,throws,female,senior,javelin-throw,field,69.05,RUS,32.0,2013
25,68.94,,Mariya ABAKUMOVA,1986-01-15,RUS,1,"Letzigrund, Zürich (SUI)",2013-08-29,1244.0,javelin-throw,throws,female,senior,javelin-throw,field,68.94,SUI,27.0,2013
26,68.92,,Kathryn MITCHELL,1982-07-10,AUS,1,Gold Coast (AUS),2018-04-11,1244.0,javelin-throw,throws,female,senior,javelin-throw,field,68.92,AUS,35.0,2018
27,68.91,,Trine HATTESTAD,1966-04-18,NOR,1,"Olympic Stadium, Sydney (AUS)",2000-09-30,1243.0,javelin-throw,throws,female,senior,javelin-throw,field,68.91,AUS,34.0,2000
28,68.86,,Christina OBERGFÖLL,1981-08-22,GER,1,Kassel (GER),2011-07-24,1242.0,javelin-throw,throws,female,senior,javelin-throw,field,68.86,GER,29.0,2011
29,68.81,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stadion Juliska, Praha (CZE)",2008-06-16,1242.0,javelin-throw,throws,female,senior,javelin-throw,field,68.81,CZE,26.0,2008
30,68.76,,Christina OBERGFÖLL,1981-08-22,GER,1q1,"DS, Daegu (KOR)",2011-09-01,1241.0,javelin-throw,throws,female,senior,javelin-throw,field,68.76,KOR,30.0,2011
2,68.76,,Adriana VILAGOŠ,2004-01-02,SRB,1,"Atletski stadion, Sremska Mitrovica (SRB)",2020-03-07,,javelin-throw-500g,throws,female,u18,javelin-throw,field,68.76,SRB,16.0,2020
31,68.73,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,2,"Icahn Stadium, New York, NY (USA)",2012-06-09,1240.0,javelin-throw,throws,female,senior,javelin-throw,field,68.73,USA,30.0,2012
32,68.66,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stadio Olimpico, Roma (ITA)",2010-06-10,1239.0,javelin-throw,throws,female,senior,javelin-throw,field,68.66,ITA,28.0,2010
33,68.65,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stadio Olimpico, Roma (ITA)",2012-05-31,1239.0,javelin-throw,throws,female,senior,javelin-throw,field,68.65,ITA,30.0,2012
34,68.63,,Christina OBERGFÖLL,1981-08-22,GER,1,Elstal (GER),2010-09-12,1238.0,javelin-throw,throws,female,senior,javelin-throw,field,68.63,GER,29.0,2010
3,68.62,,Adriana VILAGOŠ,2004-01-02,SRB,1,"Military Academy Stadium, Beograd (SRB)",2020-06-27,,javelin-throw-500g,throws,female,u18,javelin-throw,field,68.62,SRB,16.0,2020
35,68.59,,Mariya ABAKUMOVA,1986-01-15,RUS,1,"Olympiastadion, Stockholm (SWE)",2013-08-22,1237.0,javelin-throw,throws,female,senior,javelin-throw,field,68.59,SWE,27.0,2013
35,68.59,,Christina OBERGFÖLL,1981-08-22,GER,1,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2009-06-20,1237.0,javelin-throw,throws,female,senior,javelin-throw,field,68.59,POR,27.0,2009
37,68.57,,Kathryn MITCHELL,1982-07-10,AUS,1,Melbourne (AUS),2018-03-03,1237.0,javelin-throw,throws,female,senior,javelin-throw,field,68.57,AUS,35.0,2018
38,68.47,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,Helsinki (FIN),2005-07-24,1235.0,javelin-throw,throws,female,senior,javelin-throw,field,68.47,FIN,25.0,2005
39,68.43,,Sara KOLAK,1995-06-22,CRO,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2017-07-06,1234.0,javelin-throw,throws,female,senior,javelin-throw,field,68.43,SUI,22.0,2017
40,68.4,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,Tartu (EST),2001-06-19,1234.0,javelin-throw,throws,female,senior,javelin-throw,field,68.4,EST,21.0,2001
40,68.4,,Christina OBERGFÖLL,1981-08-22,GER,1,Halle (GER),2009-05-23,1234.0,javelin-throw,throws,female,senior,javelin-throw,field,68.4,GER,27.0,2009
42,68.38,,Sunette VILJOEN,1983-10-06,RSA,2,"DS, Daegu (KOR)",2011-09-02,1234.0,javelin-throw,throws,female,senior,javelin-throw,field,68.38,KOR,27.0,2011
43,68.34,,Steffi NERIUS,1972-07-01,GER,2,Elstal (GER),2008-08-31,1233.0,javelin-throw,throws,female,senior,javelin-throw,field,68.34,GER,36.0,2008
44,68.32,,Trine HATTESTAD,1966-04-18,NOR,1,"Olympiastadion, Berlin (GER)",2000-09-01,1232.0,javelin-throw,throws,female,senior,javelin-throw,field,68.32,GER,34.0,2000
45,68.26,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Olympic Stadium, London (GBR)",2017-07-09,1231.0,javelin-throw,throws,female,senior,javelin-throw,field,68.26,GBR,36.0,2017
46,68.23,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,La Habana (CUB),2004-03-05,1231.0,javelin-throw,throws,female,senior,javelin-throw,field,68.23,CUB,24.0,2004
46,68.23,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stadion Juliska, Praha (CZE)",2009-06-08,1231.0,javelin-throw,throws,female,senior,javelin-throw,field,68.23,CZE,27.0,2009
48,68.22,,Trine HATTESTAD,1966-04-18,NOR,1,"Stadio Olimpico, Roma (ITA)",2000-06-30,1231.0,javelin-throw,throws,female,senior,javelin-throw,field,68.22,ITA,34.0,2000
49,68.19,,Trine HATTESTAD,1966-04-18,NOR,1,Fana (NOR),1999-07-28,1230.0,javelin-throw,throws,female,senior,javelin-throw,field,68.19,NOR,33.0,1999
50,68.11,,Kara WINGER,1986-04-10,USA,1,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1229.0,javelin-throw,throws,female,senior,javelin-throw,field,68.11,BEL,36.0,2022
51,68.08,,Christina OBERGFÖLL,1981-08-22,GER,1,Halle (GER),2007-05-19,1228.0,javelin-throw,throws,female,senior,javelin-throw,field,68.08,GER,25.0,2007
52,68.01,,Christina OBERGFÖLL,1981-08-22,GER,1,"Stade de France, Paris-St-Denis (FRA)",2011-07-08,1227.0,javelin-throw,throws,female,senior,javelin-throw,field,68.01,FRA,29.0,2011
53,67.99,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,Herakleion (GRE),2004-07-04,1226.0,javelin-throw,throws,female,senior,javelin-throw,field,67.99,GRE,24.0,2004
53,67.99,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Boudewijnstadion, Bruxelles (BEL)",2014-09-05,1226.0,javelin-throw,throws,female,senior,javelin-throw,field,67.99,BEL,33.0,2014
55,67.98,,Huihui LYU,1989-06-26,CHN,1,Shenyang (CHN),2019-08-02,1226.0,javelin-throw,throws,female,senior,javelin-throw,field,67.98,CHN,30.0,2019
56,67.95,,Sunette VILJOEN,1983-10-06,RSA,2,"Stadio Olimpico, Roma (ITA)",2012-05-31,1226.0,javelin-throw,throws,female,senior,javelin-throw,field,67.95,ITA,28.0,2012
57,67.93,,Christina OBERGFÖLL,1981-08-22,GER,1,Biberach (GER),2009-06-24,1225.0,javelin-throw,throws,female,senior,javelin-throw,field,67.93,GER,27.0,2009
58,67.92,,Trine HATTESTAD,1966-04-18,NOR,1,Stockholm (SWE),2000-08-01,1225.0,javelin-throw,throws,female,senior,javelin-throw,field,67.92,SWE,34.0,2000
59,67.9,,Christin HUSSONG,1994-03-17,GER,1,"Olympiastadion, Berlin (GER)",2018-08-10,1225.0,javelin-throw,throws,female,senior,javelin-throw,field,67.9,GER,24.0,2018
60,67.87,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,Madrid (ESP),2004-07-17,1224.0,javelin-throw,throws,female,senior,javelin-throw,field,67.87,ESP,24.0,2004
61,67.83,,Sara KOLAK,1995-06-22,CRO,2,"Olympic Stadium, London (GBR)",2017-07-09,1223.0,javelin-throw,throws,female,senior,javelin-throw,field,67.83,GBR,22.0,2017
61,67.83,,Huihui LYU,1989-06-26,CHN,1,Shenyang (CHN),2019-07-11,1223.0,javelin-throw,throws,female,senior,javelin-throw,field,67.83,CHN,30.0,2019
61,67.83,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,2,"Olympiastadion, Berlin (GER)",2000-09-01,1223.0,javelin-throw,throws,female,senior,javelin-throw,field,67.83,GER,20.0,2000
64,67.78,,Christina OBERGFÖLL,1981-08-22,GER,1,"Olympic Stadium, Athina (GRE)",2007-07-02,1222.0,javelin-throw,throws,female,senior,javelin-throw,field,67.78,GRE,25.0,2007
64,67.78,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Mestský Stadion, Ostrava (CZE)",2012-05-25,1222.0,javelin-throw,throws,female,senior,javelin-throw,field,67.78,CZE,30.0,2012
66,67.76,,Trine HATTESTAD,1966-04-18,NOR,1,Bruxelles (BEL),2000-08-25,1222.0,javelin-throw,throws,female,senior,javelin-throw,field,67.76,BEL,34.0,2000
67,67.72,,Huihui LYU,1989-06-26,CHN,1f1,Huangshi (CHN),2019-04-13,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.72,CHN,29.0,2019
67,67.72,,Christina OBERGFÖLL,1981-08-22,GER,1,Ostrava (CZE),2008-06-12,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.72,CZE,26.0,2008
69,67.7,,Kelsey-Lee BARBER,1991-09-20,AUS,1,Luzern (SUI),2019-07-09,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.7,SUI,27.0,2019
69,67.7,,Christina OBERGFÖLL,1981-08-22,GER,1,"Hayward Field, Eugene, OR (USA)",2013-05-31,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.7,USA,31.0,2013
71,67.69,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1q1,"National Stadium, Beijing (CHN)",2008-08-19,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.69,CHN,27.0,2008
71,67.69,,Katharina MOLITOR,1983-11-08,GER,1,"National Stadium, Beijing (CHN)",2015-08-30,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.69,CHN,31.0,2015
71,67.69,,Huihui LYU,1989-06-26,CHN,1,Halle (GER),2018-05-26,1221.0,javelin-throw,throws,female,senior,javelin-throw,field,67.69,GER,28.0,2018
74,67.67,,Sonia BISSET,1971-04-01,CUB,1,Salamanca (ESP),2005-07-06,1220.0,javelin-throw,throws,female,senior,javelin-throw,field,67.67,ESP,34.0,2005
75,67.63,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Puskás Ferenc Stadion, Budapest (HUN)",2010-06-19,1220.0,javelin-throw,throws,female,senior,javelin-throw,field,67.63,HUN,28.0,2010
76,67.61,,Huihui LYU,1989-06-26,CHN,1,"Beijing Sport University, Beijing (CHN)",2020-06-30,1219.0,javelin-throw,throws,female,senior,javelin-throw,field,67.61,CHN,31.0,2020
77,67.59,,Huihui LYU,1989-06-26,CHN,1q2,"Olympic Stadium, London (GBR)",2017-08-06,1219.0,javelin-throw,throws,female,senior,javelin-throw,field,67.59,GBR,28.0,2017
78,67.58,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,Praha (CZE),2009-06-28,1219.0,javelin-throw,throws,female,senior,javelin-throw,field,67.58,CZE,28.0,2009
78,67.58,,Kathryn MITCHELL,1982-07-10,AUS,1,Melbourne (AUS),2018-02-11,1219.0,javelin-throw,throws,female,senior,javelin-throw,field,67.58,AUS,35.0,2018
80,67.57,,Christina OBERGFÖLL,1981-08-22,GER,1,"Olympiastadion, Berlin (GER)",2010-08-22,1218.0,javelin-throw,throws,female,senior,javelin-throw,field,67.57,GER,29.0,2010
80,67.57,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,2,"Stade de France, Paris-St-Denis (FRA)",2011-07-08,1218.0,javelin-throw,throws,female,senior,javelin-throw,field,67.57,FRA,30.0,2011
82,67.52,,Sunette VILJOEN,1983-10-06,RSA,1,"Olympiastadion, Berlin (GER)",2012-09-02,1218.0,javelin-throw,throws,female,senior,javelin-throw,field,67.52,GER,28.0,2012
82,67.52,,Christina OBERGFÖLL,1981-08-22,GER,1q2,"National Stadium, Beijing (CHN)",2008-08-19,1218.0,javelin-throw,throws,female,senior,javelin-throw,field,67.52,CHN,27.0,2008
84,67.51,,Mirela MANJANI-TZELILI,1976-12-21,GRE,2,"Olympic Stadium, Sydney (AUS)",2000-09-30,1217.0,javelin-throw,throws,female,senior,javelin-throw,field,67.51,AUS,23.0,2000
85,67.48,,Christina OBERGFÖLL,1981-08-22,GER,1,Baunatal (GER),2009-06-05,1217.0,javelin-throw,throws,female,senior,javelin-throw,field,67.48,GER,27.0,2009
86,67.47,,Mirela MANJANI-TZELILI,1976-12-21,GRE,1,"Olympiastadion, München (GER)",2002-08-08,1217.0,javelin-throw,throws,female,senior,javelin-throw,field,67.47,GER,25.0,2002
86,67.47,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,"Bislett Stadion, Oslo (NOR)",2018-06-07,1217.0,javelin-throw,throws,female,senior,javelin-throw,field,67.47,NOR,26.0,2018
88,67.46,,Sunette VILJOEN,1983-10-06,RSA,2,"Letzigrund, Zürich (SUI)",2011-09-08,1216.0,javelin-throw,throws,female,senior,javelin-throw,field,67.46,SUI,27.0,2011
89,67.4,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2002-07-02,1215.0,javelin-throw,throws,female,senior,javelin-throw,field,67.4,SUI,22.0,2002
89,67.4,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2017-07-06,1215.0,javelin-throw,throws,female,senior,javelin-throw,field,67.4,SUI,36.0,2017
89,67.4,,Nikola OGRODNÍKOVÁ,1990-08-18,CZE,1,Offenburg (GER),2019-05-26,1215.0,javelin-throw,throws,female,senior,javelin-throw,field,67.4,GER,28.0,2019
89,67.4,,Maggie MALONE,1993-12-30,USA,1,"East Stroudsburg South HS, East Stroudsburg, PA (USA)",2021-07-17,1215.0,javelin-throw,throws,female,senior,javelin-throw,field,67.4,USA,27.0,2021
93,67.38,,Haruka KITAGUCHI,1998-03-16,JPN,1,"Boudewijnstadion, Bruxelles (BEL)",2023-09-08,1215.0,javelin-throw,throws,female,senior,javelin-throw,field,67.38,BEL,25.0,2023
94,67.34,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1q2,"Olympic Stadium, Sydney (AUS)",2000-09-29,1214.0,javelin-throw,throws,female,senior,javelin-throw,field,67.34,AUS,20.0,2000
95,67.33,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1214.0,javelin-throw,throws,female,senior,javelin-throw,field,67.33,QAT,28.0,2010
96,67.32,,Linda STAHL,1985-10-02,GER,1,"Icahn Stadium, New York, NY (USA)",2014-06-14,1214.0,javelin-throw,throws,female,senior,javelin-throw,field,67.32,USA,28.0,2014
97,67.31,,Christina OBERGFÖLL,1981-08-22,GER,1,"Letzigrund, Zürich (SUI)",2010-08-19,1214.0,javelin-throw,throws,female,senior,javelin-throw,field,67.31,SUI,29.0,2010
98,67.3,,Steffi NERIUS,1972-07-01,GER,1,"Olympiastadion, Berlin (GER)",2009-08-18,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.3,GER,37.0,2009
98,67.3,,Vera REBRIK,1989-02-25,RUS,1,Sochi (RUS),2016-02-19,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.3,RUS,27.0,2016
100,67.29,,Christin HUSSONG,1994-03-17,GER,1q1,"Olympiastadion, Berlin (GER)",2018-08-09,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.29,GER,24.0,2018
100,67.29,,Shiying LIU,1993-09-24,CHN,1,"Shangyu Stadium, Shaoxing (CHN)",2020-09-15,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.29,CHN,26.0,2020
100,67.29,,Hanna HATSKO-FEDUSOVA,1990-10-03,UKR,1,Kirovograd (UKR),2014-07-26,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.29,UKR,23.0,2014
103,67.27,,Huihui LYU,1989-06-26,CHN,1q2,"Khalifa International Stadium, Doha (QAT)",2019-09-30,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.27,QAT,30.0,2019
104,67.25,,Mariya ABAKUMOVA,1986-01-15,RUS,1,Irkutsk (RUS),2008-08-02,1213.0,javelin-throw,throws,female,senior,javelin-throw,field,67.25,RUS,22.0,2008
105,67.24,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,"Stade Louis II, Monaco (MON)",2005-09-09,1212.0,javelin-throw,throws,female,senior,javelin-throw,field,67.24,MON,25.0,2005
106,67.22,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,Minsk (BLR),2019-06-28,1212.0,javelin-throw,throws,female,senior,javelin-throw,field,67.22,BLR,28.0,2019
106,67.22,,Adriana VILAGOŠ,2004-01-02,SRB,1,"Stadion Park Mladeži, Split (CRO)",2025-04-26,1212.0,javelin-throw,throws,female,senior,javelin-throw,field,67.22,CRO,21.0,2025
108,67.21,,Eda TUĞSUZ,1997-03-27,TUR,1,Baku (AZE),2017-05-18,1212.0,javelin-throw,throws,female,senior,javelin-throw,field,67.21,AZE,20.0,2017
109,67.2,,Tatyana SHIKOLENKO,1968-05-10,RUS,1,"Stade Louis II, Monaco (MON)",2000-08-18,1212.0,javelin-throw,throws,female,senior,javelin-throw,field,67.2,MON,32.0,2000
110,67.19,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2012-08-23,1211.0,javelin-throw,throws,female,senior,javelin-throw,field,67.19,SUI,31.0,2012
111,67.17,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,"RTSOP, Minsk (BLR)",2020-02-20,1211.0,javelin-throw,throws,female,senior,javelin-throw,field,67.17,BLR,28.0,2020
112,67.16,,Martina RATEJ,1981-11-02,SLO,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1211.0,javelin-throw,throws,female,senior,javelin-throw,field,67.16,QAT,28.0,2010
113,67.14,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,La Habana (CUB),2002-03-10,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.14,CUB,22.0,2002
113,67.14,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Olympiastadion, Berlin (GER)",2011-09-11,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.14,GER,30.0,2011
115,67.12,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2007-09-22,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.12,GER,26.0,2007
115,67.12,,Shiying LIU,1993-09-24,CHN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2018-05-20,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.12,JPN,24.0,2018
117,67.11,,Maria ANDREJCZYK,1996-03-09,POL,1q2,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.11,BRA,20.0,2016
118,67.09,,Mirela TZELILI,1976-12-21,GRE,1,"La Cartuja, Sevilla (ESP)",1999-08-28,1210.0,javelin-throw,throws,female,senior,javelin-throw,field,67.09,ESP,22.0,1999
119,67.07,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-31,1209.0,javelin-throw,throws,female,senior,javelin-throw,field,67.07,JPN,26.0,2007
120,67.04,,Christina OBERGFÖLL,1981-08-22,GER,1,Leverkusen (GER),2007-08-10,1209.0,javelin-throw,throws,female,senior,javelin-throw,field,67.04,GER,25.0,2007
120,67.04,,Christina OBERGFÖLL,1981-08-22,GER,1,St. Wendel (GER),2012-06-10,1209.0,javelin-throw,throws,female,senior,javelin-throw,field,67.04,GER,30.0,2012
120,67.04,,Haruka KITAGUCHI,1998-03-16,JPN,1,"Stadion Śląski, Chorzów (POL)",2023-07-16,1209.0,javelin-throw,throws,female,senior,javelin-throw,field,67.04,POL,25.0,2023
123,66.99,,Olisdeilys MENÉNDEZ,1979-11-14,CUB,1,"Estadio Iberoamericano, Huelva (ESP)",2004-08-08,1208.0,javelin-throw,throws,female,senior,javelin-throw,field,66.99,ESP,24.0,2004
123,66.99,,Tatsiana KHALADOVICH,1991-06-21,BLR,1,"Letzigrund, Zürich (SUI)",2018-08-30,1208.0,javelin-throw,throws,female,senior,javelin-throw,field,66.99,SUI,27.0,2018
125,66.96,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Stade Louis II, Monaco (MON)",2014-07-18,1207.0,javelin-throw,throws,female,senior,javelin-throw,field,66.96,MON,33.0,2014
125,66.96,,Christin HUSSONG,1994-03-17,GER,1,"Bungertstadion, Rehlingen (GER)",2021-05-23,1207.0,javelin-throw,throws,female,senior,javelin-throw,field,66.96,GER,27.0,2021
125,66.96,,Trine HATTESTAD,1966-04-18,NOR,1,Oslo (NOR),2000-07-08,1207.0,javelin-throw,throws,female,senior,javelin-throw,field,66.96,NOR,34.0,2000
128,66.95,,Christina OBERGFÖLL,1981-08-22,GER,1,Cottbus (GER),2007-06-20,1207.0,javelin-throw,throws,female,senior,javelin-throw,field,66.95,GER,25.0,2007
129,66.92,,Christina OBERGFÖLL,1981-08-22,GER,1,Leverkusen (GER),2008-07-30,1206.0,javelin-throw,throws,female,senior,javelin-throw,field,66.92,GER,26.0,2008
130,66.91,,Christina OBERGFÖLL,1981-08-22,GER,1,"Olympic Stadium, Athina (GRE)",2006-07-03,1206.0,javelin-throw,throws,female,senior,javelin-throw,field,66.91,GRE,24.0,2006
130,66.91,,Christina OBERGFÖLL,1981-08-22,GER,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2007-07-10,1206.0,javelin-throw,throws,female,senior,javelin-throw,field,66.91,SUI,25.0,2007
130,66.91,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,2,Ostrava (CZE),2008-06-12,1206.0,javelin-throw,throws,female,senior,javelin-throw,field,66.91,CZE,26.0,2008
130,66.91,,Barbora ŠPOTÁKOVÁ,1981-06-30,CZE,1,"Boudewijnstadion, Bruxelles (BEL)",2012-09-07,1206.0,javelin-throw,throws,female,senior,javelin-throw,field,66.91,BEL,31.0,2012
